,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
23504,RAB20,AL512791.2,Z83745.1,AC023794.3,C16orf74,AL391650.1,AC008883.3,NECTIN3,TMEM182,SLC11A2,SRPRA,TOR1A,TMEM171,POLG2,TBC1D14,DNAJC9,TPCN2
23505,OCRL,AC067852.2,RAPGEF5,FBXO24,MYDGF,SPTBN5,CMTM5,FIGNL1,PAK4,SACS,VEZF1,ABHD2,LINC01132,PIGX,HLA-DMB,CTDNEP1,LINC00265
23506,BASP1,RAB2B,LINC01063,RASSF6,IGSF10,AC090229.1,AC092691.1,NIF3L1,FAM49A,TRBV6-6,THAP7-AS1,SRF,PPP1R3F,USP47,REXO4,GORASP2,PPARGC1B
23507,PROSER1,AC123512.1,PTPRB,AL360181.2,IFT27,HCAR2,CLDN10,EPDR1,DCAF10,PAXBP1,CDKN2AIPNL,PPRC1,SPATA5L1,KDM5B,DMWD,EXT2,PPP1R3D
23508,DDX56,GATA3-AS1,AP001636.3,AL451050.2,EIF1AY,AC024060.2,AC005618.4,COQ9,AC092329.4,HSD17B7,KCNQ1OT1,PSENEN,GLS2,STAM,RHOT2,CLCC1,PIP5K1A
23509,ERCC6L2,MYLK,SGCE,GCK,LONRF3,JAZF1-AS1,CCDC103,ADGRF3,NOP10,AC020765.2,ZDHHC16,TMCC1,RCN3,PDK2,NOTCH2,FASN,DENND5A
23510,GTF2I,SCT,IGHV4-28,AC016949.1,FMO5,SPDYE1,CTHRC1,RFX3-AS1,ZNF814,UBE3D,JMJD6,CASTOR2,STMN1,AP1S1,LRRC8A,CISD1,PRKAB1
23511,BOK,AP001020.2,AC098820.1,AP001267.3,CELSR2,AUNIP,AC009802.1,COQ6,CYB561,SELENOT,MT1E,DDX49,KCNC4,CCL28,CTNNA1,RXRA,CA13
23512,KIFC2,KDM2B-DT,JAZF1-AS1,AP002954.1,F8A1,LIF,AC105150.1,NIP7,PMEPA1,MAP3K12,AC009061.2,NPIPB5,CUL2,PIAS3,NRAS,ABCC10,ASCC3
23513,PTCH2,RAI14,AC024060.2,HIST1H4L,HPGD,AC017100.1,LINC01376,GPAT2,CBFB,MTERF1,RRP9,ABCB10,AC073195.1,ZFYVE26,TAF12,MAP3K14,IQCH-AS1
23514,G0S2,AP000251.1,AXDND1,Z98885.2,MARVELD1,ZNF114,FAM224B,STX12,HPS5,AC093323.1,OXR1,HEBP1,CCDC88C,TMEM245,TIMM23,LINC02352,AL035701.1
23515,IFNL1,LINC01281,LINC02506,IGHV1-69D,NPIPB11,HOXA6,GFOD1-AS1,MIR181A2HG,ZNF780A,SPTAN1,CBY1,NDUFA9,PRR29,LMNA,UST,F11R,MOGS
23516,RDH5,MGP,LPAR3,AC004540.1,MPIG6B,LINC01238-1,TSLP,ADAL,UBE2O,FGFR1OP2,SLC5A6,SEC22B,CUX2,DTNB,PCID2,SUMO2,AC124016.1
23517,BCO2,HSD17B13,AC090912.1,TDRD12,CDKL1,MNS1,AC020658.5,TREML2,GSK3A,VRK3,TRIM41,CEP120,AL162390.1,LINC00847,SLC39A10,CNTROB,UHRF1BP1
23518,NEK2,AC129507.1,AL132800.1,AL731702.1,SPCS1,LINC01058,AL355802.3,DENND2D,CDYL,DGKH,AL359513.1,CTU2,IGKV6D-21,MIA2,ANO6,NSMF,RMI2
23519,AC004837.4,ANKRD24,MMP8,AL591623.1,EGR3,C20orf144,AC097500.1,B4GALNT3,ASB13,CARMIL1,ZBTB21,ELL2,PAX5,VPS13B,GRPEL1,ATG13,GALE
23520,GREM2,CRABP1,AP001830.1,CACNA2D3,MS4A3,FAM149A,AL160314.2,PPIF,ZBTB22,AL355816.2,HAT1,JAZF1,LRRC3,PRKD3,SNX2,SLC30A4,RCC1
23521,PLAU,FZD1,AC017100.1,AC006116.10,LYL1,MMP8,AC011468.1,ATP11A,PRKAB1,SOX12,SLC2A11,LIMS1,TICRR,C5orf24,CBR1,MGRN1,AC138150.1
23522,PROX2,AC110597.3,STARD8,C9orf116,ADPRH,AC108134.2,LINC00551,SH3D21,RBM17,AL359220.1,THAP5,TMEM185B,AP000704.1,ZBTB33,SIVA1,TMEM245,MBD6
23523,NAGS,AC080013.5,RNASE1,AC109460.4,CCDC180,AC010834.2,SLC25A27,EHD2,RBM15B,RELA-DT,CASP2,NELFE,AC073611.1,H2AFX,E2F3,CXCR1,SEC62
23524,E2F8,AL159169.2,MNS1,SPTB,ZNF438,AC063977.6,AC012254.3,SSC5D,KIR3DL2,PNP,TUBD1,C4orf48,JADE3,HAGH,CD82,ZNF365,MRM1
23525,LINC01801,AL031595.3,AC090229.1,AL078587.2,SAXO2,AP001469.3,AL139385.1,AC018845.3,RELA,ZNF12,FAM153B,SLC39A1,AJUBA,FXR1,BCL10,ZNF25,COPZ2
23526,AC008892.1,CDS1,AP001469.3,LRRC3,SRGAP2C,ZFHX2,AL442128.2,SEC23A-AS1,PPT2,CMPK2,HMBS,GLYR1,PHKA1,TMEM184C,UBL4A,SENP5,TCF4
23527,AC025171.5,AC013652.1,AF131215.4,MAGI2-AS3,POU5F2,DLGAP1,AC021701.1,MFAP3L,PRMT9,FLYWCH2,ATG12,CSE1L,AC008937.2,PEX2,HERC5,NIPSNAP3A,RNF121
23528,SLC10A1,GPR61,YEATS2-AS1,RTL5,AL133243.3,CLEC4G,AL445928.2,MALRD1,NR1D1,VEZF1,NDUFAF8,BET1L,AL121845.1,COPZ1,ELL2,SLC39A11,AC025171.3
23529,AC093484.2,AC092338.2,AL590009.1,AC097641.2,PLCXD1,AP001830.1,CALHM1,SCGB3A1,MDM1,TRBV7-6,TMEM222,WDR59,EGR4,VAPB,PCCB,SMARCAL1,CACNA1C-AS1
23530,GYPB,ANKRD29,AL161665.2,AC108066.2,GATA2,HS3ST1,AC105942.1,AC092418.2,LMF1,ZBTB41,TAF3,MBNL2,AC103564.1,SVIP,HSD17B4,SLC45A4,PIGA
23531,LINC01238,KEL,AC022784.1,AC005519.1,IPO13,MRC1,AC009879.4,PGLYRP1,AC016727.1,CDK11B,USP53,GPAT4,RASSF6,CLPTM1,IPO9,ZDHHC5,DNASE2
23532,VSIG4,DOCK4,TNS2,CLTCL1,SERPINA1,LINC00334,SDC2,AC034193.1,AKT1S1,MATN1-AS1,CCDC93,GPI,SYCE1,LMBR1,CCDC14,CYTL1,AL109955.1
23533,LINC00865,HOXA10-AS,LINC00266-1,AC012557.2,HELZ,AC092115.3,AC092903.2,ZDHHC15,THOC5,HELQ,KIAA1328,FOSL2,AC026691.1,ARPP19,WDR36,COG5,LIAS
23534,APOC1,FAM110C,UGGT2,IFITM10,AMOT,OXER1,CHMP4C,AC124283.1,SSRP1,AC067852.2,NR2C1,NIPSNAP1,AC072054.1,GPBP1,PDZD4,CPSF2,CASTOR1
23535,HASPIN,ANXA8,ZFHX2,PRSS22,TPBG,AP000802.1,AC015819.1,TNKS2-AS1,BABAM2,AKAP10,HTATSF1,MPV17,RERE-AS1,TIMP1,SF3A3,IRAK4,RRM2
23536,AC007278.1,AC008840.1,AC111170.2,MIR600HG,AC108463.3,DKK2,HLX-AS1,AC015911.3,ACOT13,ELP2,MIR762HG,PHF5A,LINC02716,TSC2,TMEM189,NBAS,SLC25A36
23537,AC009315.1,ACTN3,LINC01993,LINC00881,NEGR1,AC034102.5,SAMD12-AS1,GUCA1B,SNRNP200,NPM3,TRBV10-3,PTPRE,AC137932.3,SIKE1,JPX,NIPA1,ATPAF2
23538,HDC,ARHGAP39,AC061992.2,PACSIN3,AC092053.5,AC009032.1,RBP5,CYP2S1,PER2,MARS2,PKN2,NIT2,AL162311.3,CFP,RWDD3,PRKCZ,PQBP1
23539,CCDC39,COL11A2,AC079089.1,DBH-AS1,IGHV4-61,AC093512.1,AC068774.1,PACRG,MAP3K11,KRIT1,GPA33,MAGOHB,CD80,HINFP,ETV3,PPP1R15A,CEP120
23540,AC010896.1,AKR1C1,RHOXF1,AC083862.2,AC135050.1,NANOS1,GRK5-IT1,ZNF215,MGAT4B,AC010654.1,TSNARE1,FAF2,LINC01291,DDX23,OSBPL2,CEP57L1,KCNH3
23541,AC078881.1,MTMR7,PXT1,PHKA1,MERTK,ELFN1-AS1,TMEM52B,AC124319.1,BCDIN3D,AC016831.1,TM9SF4,RSF1,INCA1,EAF1,MYSM1,HS1BP3,DMXL2
23542,ADGRV1,GARNL3,AC104232.1,WDR31,FAM209A,KLKB1,AC012615.5,DND1,MACO1,SLC25A22,DDX19B,TMEM127,DPEP3,MCL1,JKAMP,LRWD1,DPH2
23543,AL021707.3,REEP2,AC027601.4,TBC1D12,AC048382.6,AC092127.2,LINC02609,CDC42BPA,ZNF324,NFE2L2,HIST2H2BF,SLC12A9,GNG8,TRPC4AP,KANSL3,NEDD4,NAPRT
23544,GNA11,DPP6,AL022328.3,LINC00866,MYO16,JHY,AMH,LNCAROD,TRIM11,CCDC6,METTL16,USF3,AL161665.1,LUC7L,MRTFA,PRUNE1,BCLAF3
23545,ABCF2,AC026356.1,KSR2,QDPR,ADAMTS4,IGHG2,IGHV1-69,TNFRSF6B,PTBP2,PPP1R21,PTGIR,COG3,GCK,LINC02384,LST1,PDGFRB,GCNT4
23546,ZNF354C,KIF5A,AC011939.3,TCEANC2,PLA2G4C,AC100793.2,EFCAB6,GLB1L,CREB3L2,ARHGAP1,SMYD5,RAD9A,AC079779.1,VPS16,GNL2,AL513303.1,ANKRA2
23547,ANAPC2,AL360270.2,CILP,FBF1,AL136456.1,LINC02694,AC068989.1,TMEM51,TRUB2,DNTTIP2,GOLGA7B,SUSD1,FHAD1,BRD1,IP6K1,AC009495.3,DBT
23548,TRAV41,AL606807.1,AL365226.1,ABCD1,TMEM246,KAT5,IGLV7-46,HLF,AKR1B1,PGM3,TRMT12,TM9SF1,PACSIN3,GCLC,ZNF431,CD200R1,PRR3
23549,OLMALINC,RHD,FOXB1,SNHG20,FAM20C,PROB1,FCRL2,AL591926.2,YAF2,C4orf33,EPM2AIP1,DNAJC21,C5AR2,RPF1,PIGC,DUSP12,GNB5
23550,STAG3,AC090198.1,AC034102.5,WAC-AS1,DDO,TNFRSF10C,AC244093.4,LRRC63,LYRM1,PSMB4,TDP1,MFSD8,SPTB,EID2,VDAC2,AC016831.1,SH2D2A
23551,CDK20,KIAA1217,FAM66E,PRRT3,PRR19,AC009118.3,EDN1,FOXD2,DCAF1,PDCL,DCAF10,LIG1,AC016949.1,SELENON,XKR8,CHEK2,TMEM106A
23552,SLC25A45,AC110921.1,GLI3,AC009118.2,AL590822.3,AC068831.4,TCERG1L,FAM131B,LATS1,KIAA1143,DACT1,SLC25A40,OAZ3,C12orf76,TNFAIP8L2,TUBGCP3,FAM229B
23553,SNAI3-AS1,MIR3945HG,GALNT8,FAM229A,TLR4,SLC2A14,AC011466.3,AL355488.1,SSH3,SBK1,RTL8C,COX20,AC140847.2,CWC25,ANKRD52,UBE3C,SP4
23554,FGD5-AS1,ZNF572,FAM114A1,RDH14,PRL,SCARF2,EDA2R,AC008764.7,RNASEH1-AS1,CPSF4,MFSD3,GPATCH2,CDC42EP4,AHCY,GFM1,CLK2,ST7L
23555,PTGR2,AC005332.2,SAMD11,AMY2B,NTSR1,RASA4B,RASA3-IT1,WT1,SPRYD3,TBCC,TRIM24,POLL,BEST4,TRBV27,GPAT4,MOSPD2,IFT140
23556,TRBV6-4,ZRANB2-AS2,CAMK2N2,AC026304.1,AC092069.1,GHET1,AC062028.1,AC004816.1,CEACAM21,ZBTB7B,ZNF708,DAD1,CRISPLD1,PYROXD1,SPECC1,PI4K2B,SNHG26
23557,DDX18,CC2D2A,LINC00689,PTPRS,KIF18B,AC008378.1,CASC8,SKA1,ALDH6A1,TNFAIP1,GUF1,CHD6,C9orf116,COQ8A,CDC27,TXNDC11,ADIPOR1
23558,TAF1A-AS1,AC006160.1,Z97989.1,ABCC4,ZFY-AS1,TAL1,AL513327.1,ADORA2B,CAPN15,GRAMD4,IGSF9B,FLAD1,IGHV3-33,TRMT2B,ARFIP2,ATP6V0A2,BAG2
23559,ANKRD36,AC073529.1,AC093575.1,LINC00641,AC008569.2,KIAA1324,AC018809.2,AL136320.1,FXR1,KAT2A,RBM14,TPK1,DBH-AS1,NHLRC3,ESCO1,VRK3,CCNC
23560,CLIC5,TP53TG3D,AC017104.1,ALDH2,DNAH10,GABPB1,AC004156.1,AC104971.1,SAP130,TUBGCP3,DDX1,TOM1,LINC00866,SLC25A17,MTMR2,DOT1L,NMD3
23561,CLIC4,AC004834.1,HOTAIRM1,STYK1,LCN12,IFNLR1,EFCAB12,AL021707.5,USP6NL,GAN,GORAB,ZMYM2,CLDN12,ZNF708,LPAR5,PCNP,DDR1
23562,HS2ST1,NAV2,MIR3936HG,ATP8A2,ST6GALNAC2,PPP2CB,AC009148.1,AL161756.1,DLGAP4,POLM,JMJD4,KIDINS220,AC008906.2,ACOX3,CDK4,TMED4,AP000446.1
23563,TMEM177,BEGAIN,AC231981.1,AC097382.2,LINC00824,PIGZ,AC010680.1,RAI2,SPAG16,COX19,TM2D1,FUBP3,AP002954.1,SMAGP,AGL,HSPB11,HSPA6
23564,ZNHIT2,MAFA,DMXL2,STON2,AC006480.2,AC138649.1,AC130650.2,AC006042.4,AUH,VTA1,WASL,RPP38,HIST1H4L,PAFAH1B1,OAS3,ULK3,HIST1H2BB
23565,ELOA-AS1,ARSJ,HTD2,ZNF165,AL157912.1,KDM4A-AS1,AC011495.2,C18orf54,FIP1L1,APC,PPP2R5D,TOB2,AP001453.1,SMAD2,SNRNP70,FBXO28,OTUD6B-AS1
23566,CD93,ITGA7,AC022210.2,U2AF1L5,AL049840.4,SLC1A5,LNX1,CRYGS,NBPF10,HK1,HIST4H4,MRPL2,ZNF578,ZBTB38,RBMX,GLI4,HILPDA
23567,SRP14-AS1,AL158214.2,C5orf34,ABALON,ZBED8,STS,AL359541.1,AC004918.4,PUM3,RPF1,ECRG4,POLDIP3,AC145212.1,HOOK3,TMEM126A,DOCK5,PPP3R1
23568,ACAD9,AC073655.2,MORN3,AP001107.9,TMPRSS3,PYCR1,AC063965.2,USP43,CDC40,LINC00963,RAB34,TRUB2,PLBD1,C11orf68,L3MBTL2,TNK2,DDX20
23569,AC069185.1,SIGLEC6,NLRP2,SPIB,UBXN10,F2RL1,AC009119.1,C6orf163,AC007384.1,NFE2L1,ST6GALNAC4,EDEM1,TLCD5,RIOX2,ZFC3H1,FGFR1,AOPEP
23570,CCDC127,FAT4,ATP8B3,STOX1,WNT2B,FSCN1,TNNT1,MUSTN1,AC012645.3,MED17,TSC22D2,TAMM41,IGHV1-69D,EXOSC10,FRAT1,FAM126A,IL17RC
23571,TMEM18,OR2AK2,FBXO36,FAM178B,AL355490.2,CATSPERG,IGFALS,SYCP2L,TOP1MT,XAB2,XPOT,PIGC,SSC4D,NFKBIE,TARS,DMWD,TTL
23572,ZDHHC13,AL049795.1,KCNH3,AC123768.3,MDFI,CCDC15,VWA2,AL024498.1,CDIP1,DDX60,SLC25A45,LDLR,AC092902.6,ZNF512,MRPL16,TMEM184C,MBD3
23573,PCBD2,RTN4RL1,NOTCH2NLC,RPP40,KRTAP12-3,LMNTD2,AL158196.1,DAB2IP,TRAF3IP2,PTPRK,IER3,CALCOCO1,AC099811.1,ANKRD49,RNF14,UHRF1BP1L,MAGED1
23574,GHET1,FP236383.5,SMURF1,FAR2,SYCE2,CTDP1,TRIM34,MIR503HG,ZCCHC8,PSD,ERG28,MRPL21,LINC00937,CRCP,KLHL9,HPS5,ZNF77
23575,PROSER2,AL355336.1,CRYBG3,ZBED8,FOXD2-AS1,ZNF684,EIF4EBP3,ERBB3,GRWD1,GTF3C3,NME4,RGP1,AC099811.5,NUDCD2,GRIPAP1,YIPF4,SLC25A1
23576,FBXL13,AC087289.5,CEBPE,PRR19,C8G,ITPRID2,CR381653.1,UACA,TMEM9B,ULK2,SCAMP4,CNP,AC109460.4,DYNLT1,KIF3A,ZKSCAN5,HOOK1
23577,ITGB4,CADM4,ZNF790-AS1,AC105206.3,CLEC7A,ZBTB49,CORO1C,OTOF,ZSCAN5A,PRKAG2,KIF20B,AHCYL2,MAGI2-AS3,GGA3,LARP4,RBBP4,CBY1
23578,HJURP,CD22,AC012184.3,UBXN10,SLC17A3,AC078785.1,PROCR,SNX33,GRSF1,RAD17,DMTF1,STIP1,TYMSOS,FOXK1,CXCR2,PLA2G6,TRAPPC8
23579,C9orf135,CDC42EP2,ZNF57,MAST1,CLEC10A,LINC00893,TENM1,DMGDH,TRAF2,FAM98A,CLIP1,SMAD7,C1orf115,IER5L,RP9,AC021188.1,PPM1D
23580,AL078459.1,LINC01719,AC093627.5,SLC12A9-AS1,MAP3K21,HIST1H2BF,MYLK-AS1,APOBEC3B,SRRD,WBP4,UPF3A,NBPF19,IGLV2-8,EXOSC3,SKIV2L,PIK3R4,N4BP3
23581,SLC2A14,AC023906.3,KLHL13,LRG1,LRG1,PTK2,L3MBTL1,PPM1H,SURF1,Z93930.2,OTUB1,SLC25A26,AC003086.1,HMGXB4,NAALADL1,YKT6,CETN3
23582,MPZL2,IRX6,AC114956.3,Z97055.2,JAG2,FAR1,NADK2,ZNF823,RNF146,EOGT,MYNN,EPM2AIP1,HIST1H3E,CCDC84,KIAA0232,LENG1,PDCD4-AS1
23583,PARD3,KCNA2,TIGD6,AL021707.2,NR1I2,TOR1AIP2,IFNG-AS1,CEP57L1,GTF2H5,TFRC,DNAJB4,YAF2,GLT1D1,IST1,ARHGAP17,RIT1,MIS12
23584,AC051619.5,AL031432.5,RABGAP1L-DT,RAPGEFL1,AIFM3,ZNF597,ZNF529-AS1,AL353660.1,NEPRO,CEP170,AC025171.1,TMEM41A,MIR600HG,KDM5C,ELP6,CENPU,RNF26
23585,AC008443.9,DEPDC4,AC138969.1,ANKRD23,FGFRL1,MYO15A,GNAS,LRP5,UBE2G2,CYTH4,EMG1,UFL1,AC007298.1,COG3,DDX59,SUPT7L,ATMIN
23586,SAMD13,LINC01765,CNRIP1,CRYGN,REC8,AC078983.1,TP53I3,ZNF773,SCAPER,MLLT1,ADAM19,CFLAR,Z98885.2,ADRM1,CKAP5,SSH3,SGPL1
23587,IGHG2,MCMDC2,AC027031.2,AC135050.1,AC023509.3,UPK3B,ZNF649,AL138966.2,MOB1B,ZNF3,DNTTIP2,AK2,SORBS2,TYW5,NARS,RAF1,NMT1
23588,AC108488.3,AC078883.2,HIST1H4E,AL136456.1,CD9,ZNF774,SYCE1L,STYXL1,UTP15,NFIC,CARF,RPAP3,LINC00881,DGAT1,PCBP1,PIN1,ACO2
23589,AGAP2-AS1,AC005329.1,AC012020.1,FAM83F,TK2,KCNQ2,PAXIP1-AS2,NEO1,CASP3,CLNS1A,NUBP1,CCDC137,AC006116.10,FAM78A,ACSL4,CROT,SKAP1
23590,LINC02776,AC007364.1,STRBP,FAM184B,FAH,RGMA,ZNF668,PPIP5K1,DNAJC2,AL121787.1,PKD1,NOL11,AC083862.2,CEPT1,FANCA,SLC25A19,CYTH4
23591,VAV2,TMEM275,BZW2,KRTAP12-3,AL031772.1,FOXC1,EXOC6B,AOPEP,FBXW7,GORAB,POFUT2,CCDC28B,IGLV1-51,TMEM120A,ACBD3,CARD9,SLC31A1
23592,LINC02193,AP001505.1,ZNF281,LINC00824,BMP3,AL357054.2,AC107223.1,EAF1,DCAF4,HEG1,PLEKHA3,ACTR1B,RIMS3,DMAC2,WARS2,HSPA13,PI4K2B
23593,KLLN,ZP1,EIF3L,AC073342.1,MORN2,ZDHHC11,NPIPB4,PDCD2,ZNF274,COX7B,STUB1,PKM,IGHV4-59,TYROBP,NOC2L,TRAK1,CDHR1
23594,AC009118.3,FAM151B,NPFF,SDK1,BEND4,AC007314.1,L2HGDH,AC084018.2,MED23,MIS18BP1,HADH,DUSP16,AL512353.1,CEP63,SNX25,EED,ROBO1
23595,TMSB15B-AS1,FAM160A1,PPP4R4,DYTN,ALG1L2,AC036108.2,IFT81,NOLC1,LYRM9,SHMT2,NAA20,COMMD4,CLTCL1,COPS8,FMC1,NEU1,RHOQ
23596,GLIS3,OCIAD1-AS1,RFPL3S,MYORG,ITPRIPL2,IGLV1-47,AC004556.3,TNFRSF1A,TXNL4A,MZF1-AS1,ST6GAL1,NSUN6,CHRNA5,TOR1A,DLGAP4,CHORDC1,ZC3H10
23597,LINC02391,AC024588.1,GRIN2D,AL139243.1,MED12L,LYNX1,PJVK,TRAV13-2,MIEF1,NCOR2,GET4,WDR70,AJAP1,LRRC8D,TRIM21,NUDT7,KAT5
23598,LOH12CR2,MID1IP1-AS1,LAMC3,AC093677.2,IRF2BP1,TCF7L1,KYNU,INTS7,CRTC1,GEMIN8,STK38L,MTHFD2,AL133406.2,TNFRSF10A,TMEM115,ZNF280C,NDC80
23599,AC008403.3,AC108673.3,AP002812.5,KAZN,ZSWIM8,FGF22,VSIG4,ITGA5,FASTKD2,ANKRD49,GNA15,HAUS2,TMEM255A,PEX3,DHX8,LRPAP1,FBXO11
23600,AC009123.1,GYPE,GJA3,AC048382.6,LACC1,CEL,FCRL1,PKMYT1,NSL1,RAB35,LAMTOR2,UTP18,TDRD12,CARNMT1,TSG101,AFDN,MRTO4
23601,ATP13A4,NKX2-5,LINC00997,HSF2BP,TRIP13,AATBC,SLC49A3,ACVR2A,ZNF28,WWP1,ADCK2,TRAFD1,AC009283.1,CRYL1,MTF2,ERCC6,PLPP1
23602,LRRC7,AL157938.3,AL021918.4,ARGLU1,MIR3142HG,AC017002.3,GNA11,CLDN15,FAM135A,PNPT1,GTF2E2,PAXBP1,NEFM,ODF2,MTO1,PPP1R3D,CYC1
23603,WDR97,CPLX1,SPAG6,AC015726.1,AC093673.1,AL158163.1,NINL,TTC21B,MTERF1,EED,MINCR,NOTCH1,AL034405.1,ASB3,CRTAP,NBPF15,CCNT2
23604,AC008378.1,F8A3,VASN,AL512306.2,CDH24,AC006547.3,GPM6B,ARMCX5-GPRASP2,PGP,ZFP30,FRS2,ZZEF1,AC145207.3,ATF7,AKT3,ENTPD1-AS1,INO80D
23605,AL645939.5,AL035681.1,LINC00562,MERTK,NEXN,ESM1,ICOSLG,C8orf88,CAMK2D,ENG,SCCPDH,GSS,AL512408.1,C5orf15,FCHSD2,LCOR,METTL2B
23606,AC100793.2,AC012184.4,HIST2H4A,AC092142.1,CDK14,AC012313.8,G0S2,AC008074.2,ZNF318,NUDT1,PAXIP1-AS2,GNG5,DOCK9-DT,CDKN2AIPNL,RBM4,CXorf21,METTL2A
23607,CCR8,LPAR1,AC104134.1,CBWD6,AR,AL591848.3,CTDSPL,ERMAP,UBL7-AS1,LIN7B,RORC,BMI1,TBX1,SETD4,TAF1,SRP54,HIST1H2BK
23608,PLXNB2,GYPA,AC022400.4,AC008610.1,AC097359.2,AL161668.3,DPF3,VPS33B,RINL,FBLN5,OSER1-DT,ZER1,AC097641.2,MTRES1,SLFN13,IARS,AL138724.1
23609,FANCE,AF131216.4,AC002553.2,PRL,S100P,GPR63,BGLAP,IGHG1,PPP1R15B,BUD31,LYRM2,GET3,ZYG11B,NSMCE2,E4F1,AC100810.1,DCTN5
23610,CASP10,AC010504.1,AL732314.6,TCAF2C,FAM182A,TMEM244,AC009315.1,MAN1C1,MAN1C1,LIPE,CBX1,SRFBP1,TAF9,FAM160A2,ATP6V1B2,SOCS7,FADS2
23611,PDE4DIP,BFSP2,CEL,AL355490.2,ASTN2,ZNF730,LINC00865,LMAN2L,MYLIP,NBPF19,AC020765.2,RAP1A,MRPL34,ZNF586,TRRAP,TRIM5,ZNF668
23612,GPR18,PMFBP1,FILIP1L,SERPINB2,PDGFC,HOXB5,LINC01238,ASB7,FBRSL1,TM7SF2,TNRC6C,RABEP1,TRIM46,ARHGAP12,TXLNA,ARL5B,INTS3
23613,AL109741.1,ZAN,VNN1,MYOF,GOPC,PTPRD,AL731569.1,AL020997.5,FBXL8,ZNF718,NRCAM,CAMKMT,PAM16,OASL,TICAM1,FANCL,HACL1
23614,AC093249.6,AC135279.4,HS3ST3A1,NEGR1,LINC01138,SORCS3,APOOL,AC092053.3,CABIN1,ZNF682,ZNF827,PDE9A,MDGA1,ACOX1,CFAP298,IER5L,KIZ
23615,ZNF273,AL035252.2,TREM2,AC087533.1,RBPMS,NUPR2,TTLL4,AP003774.2,BDP1,TRBV29-1,TTF2,NBR1,RASD1,TRAP1,NIP7,RPRD1B,KLF7
23616,GSTM3,AL138778.1,AL132639.3,CREB5,PRKCZ,ZNF695,AC005837.1,TJP2,NFYA,MINCR,MVP,DNAJA2,ABHD18,MMAB,TFPT,HIST1H2BB,Z95331.1
23617,PFKM,AL022323.4,AL596202.1,AC097460.1,SLCO4A1,TUBB1,ADGRV1,AC009309.1,TRPS1,FAM32A,GPR132,BCL2L1,ZNF134,GNPTG,ERO1A,KIAA0319L,LINC00092
23618,ZNF598,USP41,AC078802.1,TMEM132E,LXN,LAMC3,CCDC62,AL354740.1,APEX2,ARMC10,TMEM183A,ENTPD6,PREB,SNX19,EIF4E3,LINC00265,PHLDB3
23619,MIER3,NEK10,AC087501.4,AC091180.3,ERMN,AL359198.1,LINC00894,AL158212.3,ERGIC1,QKI,HSPA1B,DUSP22,LINC00239,TTC21B,PRR14L,C1orf50,AC009812.1
23620,ZBTB26,AC019069.1,U62317.1,LRP3,STXBP5-AS1,ERVFRD-1,AC007566.1,AC125611.3,PFDN1,DTWD2,TIMM17B,NAA38,PARD6B,TMEM167A,DHRS4,RFK,AP002387.2
23621,AC108134.3,HOXA4,CACNB2,AC008734.1,INCENP,TREM2,Z82215.1,IGKV3D-11,USP47,PAN3,PDS5A,COX6A1,AC245452.1,DYRK4,C5orf51,HVCN1,VIPR2
23622,TMEM203,DEFB1,AATBC,NACA2,ITGA3,AL442125.1,IGKV1-17,AC008264.2,PDAP1,TRIM8,TRIM39,CTSS,AC012184.3,GADD45A,AC012615.1,FASTKD3,CCSAP
23623,WFS1,AC005775.1,AC103563.9,TBILA,UBXN11,AC010210.1,GAS1,FRMD3,INPP5A,EMD,THADA,SLC50A1,MIR17HG,PPP2R2D,DDX50,SMC2,MMUT
23624,TRBV6-1,DSC2,NKPD1,IGHV4-61,FAM27C,CRABP2,AC004825.3,SEPTIN4,IL2RA,TUBA1C,FNDC3A,SRPK1,LEPR,ASB7,TSTD1,ACYP1,MYSM1
23625,CUL4B,ASAP2,LINC02390,AL031846.2,NAIP,KHDRBS2,FP671120.7,KDM4D,MMAB,MAP3K13,LIPT2,ANKRA2,AP001453.3,RBFA,SMG5,POLR2A,EPC2
23626,ELOVL4,AC011445.2,LINC00877,MYO16,RAB31,SGMS2,AC069287.2,ELL3,AL645568.1,TYW1,ETV6,ATP5IF1,SPACA6,PIK3CG,SLC25A4,CLCF1,ACLY
23627,SLC2A13,AL356966.1,AF064858.1,LHX4,CPT2,ABCC2,AC022201.2,ZMYND10,DGKH,ZNF330,NDUFA8,VEZF1,RABGAP1L-DT,RUBCN,PUM1,RBBP8,ZBP1
23628,LRRC1,AL022151.1,TEAD2,RNASEH2B-AS1,CRYZ,SAMD14,STRC,PAK3,HSPA14,CNOT3,ERP44,BECN1,AC114956.3,MR1,ARPC1A,HLTF,B3GAT1
23629,PARPBP,AL359922.2,ERVFRD-1,AC005041.4,SRGAP2,ZFP2,FBN1,AL355490.1,FAM184A,NDUFA6-DT,NUFIP1,UBAP1,GEMIN4,HRH2,MRPS18A,TMCC3,KRT73
