,AML-GZMB CD8 T ,AML-GZMK CD8 T ,AML-MAIT,AML-NK,AML-Naïve CD4 T ,AML-Naïve CD8 T ,AML-T reg,Effector memory CD8 T,GZMB CD8 T ,GZMB DN T,GZMB NK,GZMK CD8 T ,GZMK NK,MAIT,Naïve CD4 T,Naïve CD8 T ,T reg
37,1.5223632,2.2098758,2.0926366,1.725878,1.8942894,1.469262,1.1116254,1.0974799,2.135903,0.4004438,0.5017843,1.8375534,1.3544779,0.34717488,0.48885578,1.2330374,1.1434613
38,1.5176774,2.2917538,1.5820518,2.2072852,1.0418088,1.6582847,1.3601398,3.0476995,2.0957427,1.2650063,3.223359,2.1660726,1.318401,4.293024,0.19905797,1.0445714,1.575694
39,0.7257665,1.7718515,2.1211321,2.2334847,1.0499591,1.2241566,1.2129102,1.008354,0.43321484,1.1763686,1.5377711,0.4722279,2.1725292,0.20653732,0.60901785,0.91329443,1.76321
40,2.4567823,0.2746275,1.4675156,2.9988437,1.383952,0.7729317,2.1783571,0.9461438,1.8763072,1.3320936,1.3571047,0.5409853,2.3131592,0.52475727,0.798731,0.85376734,2.5716383
41,1.7095574,1.0654235,1.417414,1.6255871,2.1027875,1.1499411,1.5203313,0.931679,1.9951903,0.9529178,2.3029,1.8370583,2.4824376,0.63960475,0.4275707,1.5575588,0.86268705
42,1.7115049,1.0319383,2.381863,2.4477985,1.0878695,1.3749306,1.8457578,1.2814425,1.2225535,3.19494,2.746715,1.7998002,1.6418059,0.18849462,0.6508802,0.8240627,1.5755577
43,1.994584,1.014519,1.8663352,2.0235822,1.0771663,1.3215169,1.0912329,1.540833,0.9778878,1.9162465,2.6364043,0.471935,1.7891797,1.0898776,0.6943087,1.6324651,0.65933645
44,1.4349385,1.2697419,1.3482338,2.7707646,1.0840207,1.0857188,0.9359074,0.90441614,0.9796067,0.97309005,2.2222323,0.9827505,2.081035,1.2617321,0.6278701,1.0866351,0.69273156
45,2.2903814,1.6243954,1.4552615,2.124901,1.2799008,0.96809584,0.72331846,1.0823373,0.94517565,1.3046256,1.3938082,2.2623222,2.675786,3.2413619,0.91666245,0.7843637,0.74784815
46,1.2695633,0.8579356,1.8819373,1.835007,1.2242998,1.7118548,0.9097224,1.0107794,2.0508163,1.982896,3.0219092,1.6273606,3.091468,4.2707334,0.9852326,0.57150704,0.30892536
47,1.1912917,2.6642833,0.4649952,1.7411599,1.2798445,1.1383283,1.3052741,0.8565216,1.8424481,0.5885351,1.9949336,1.544493,3.3430955,0.6612926,0.21384582,0.7290288,0.5234178
48,2.0076017,1.0700116,1.3128662,2.165302,2.7144918,0.29086897,1.1362555,0.9910258,1.7554427,0.8651645,0.51712024,1.0920438,1.5826663,1.747678,0.23751211,0.7822889,1.4490685
49,1.3447417,1.0299922,5.4862947,1.8795909,1.018232,1.1326948,1.2374239,1.1629933,0.9996142,1.8419129,2.7230966,0.9152873,1.6158342,0.5733242,0.25876495,1.1929029,1.3467371
50,1.2464026,1.1643082,2.4074557,1.666849,1.1199627,1.0844151,0.9618789,1.0179133,1.2855234,1.5285636,1.5254145,0.6395481,1.3520429,3.2235887,0.18756077,0.773521,1.1422405
51,1.657233,1.0991851,1.6322608,2.2238336,1.3059037,1.1380291,1.0997411,2.2061768,0.9190288,2.185197,1.3891014,1.9131737,1.8361931,0.88566554,1.2541028,1.2968698,0.71588486
52,2.2665064,1.2494632,1.3360013,2.205145,0.570059,1.148801,1.3869298,0.93063277,1.0071753,1.0127833,1.1192567,1.9410106,3.724662,1.1738698,0.4287689,0.99447846,2.0717497
53,2.078261,1.387401,1.6915159,1.7451998,1.1026858,1.3743801,1.5089643,2.7179537,0.9824481,0.690802,1.891906,0.4984664,3.6158018,1.0955092,0.33442327,1.449641,0.67700535
54,2.104255,1.0940282,1.4282937,1.6450473,1.0897512,1.0020664,1.1409328,0.7527896,1.6977953,0.7448925,4.4313283,0.17048554,1.4900595,0.98772377,0.6153775,0.72547704,1.003473
55,1.3120637,1.1335999,1.1656449,2.2583811,1.2745411,2.7268786,1.4861917,0.8730706,1.0227247,1.9430003,0.9712148,3.713279,2.27221,0.90790725,0.24599914,0.41266805,2.2233412
56,2.7554028,2.3054392,1.2569631,3.329746,1.063989,1.0451585,1.0803814,0.8410506,0.8547947,0.9491816,2.5752876,0.19770606,2.4492183,1.3195935,0.28311878,1.0403227,0.35437655
57,1.6385373,0.98782563,1.5337392,1.4661121,1.1605723,1.1120375,1.3025662,0.8521305,1.0301704,0.56790817,1.605295,0.77818215,0.79042107,4.3864446,0.20749308,1.1749424,1.1809503
58,1.1159619,1.0817121,1.1506934,2.1686068,0.94038266,1.1740261,0.9640275,1.3701022,1.0730977,0.928352,1.0729765,0.40822333,1.7730976,0.3863842,1.5786592,0.8119768,0.4445802
59,1.8835089,3.113276,1.0909445,2.3331442,1.3867947,1.0728921,1.3583525,1.8818561,0.9013002,1.6312355,2.3368413,1.4584926,3.438432,1.6805196,0.7679155,0.7967754,0.90398496
