"","normalized_mcc","f1","thresholds","Factor"
"303",NA,0.0239271143286604,0,"NID1"
"304",NA,NA,Inf,"KIF26B"
"305",0.491152997808316,0.00148551621688537,1,"KIF26B"
"306",NA,0.0239271143286604,0,"KIF26B"
"307",NA,NA,Inf,"MYT1L"
"308",0.495823271838702,0,1,"MYT1L"
"309",NA,0.0239271143286604,0,"MYT1L"
"310",NA,NA,Inf,"AC093390.2"
"311",0.494711426237379,0,1,"AC093390.2"
"312",NA,0.0239271143286604,0,"AC093390.2"
"313",NA,NA,Inf,"LINC00299"
"314",0.580896979566407,0.170252572497661,1,"LINC00299"
"315",NA,0.0239271143286604,0,"LINC00299"
"316",NA,NA,Inf,"LINC00570"
"317",0.496396935853026,0.00115606936416185,1,"LINC00570"
"318",NA,0.0239271143286604,0,"LINC00570"
"319",NA,NA,Inf,"SDC1"
"320",0.497523589661734,0,1,"SDC1"
"321",NA,0.0239271143286604,0,"SDC1"
"322",NA,NA,Inf,"MFSD2B"
"323",0.486242295290535,0.00132555673382821,1,"MFSD2B"
"324",NA,0.0239271143286604,0,"MFSD2B"
"325",NA,NA,Inf,"AC104699.1"
"326",0.498386752215744,0,1,"AC104699.1"
"327",NA,0.0239271143286604,0,"AC104699.1"
"328",NA,NA,Inf,"LTBP1"
"329",0.488371983753057,0.000718907260963336,1,"LTBP1"
"330",NA,0.0239271143286604,0,"LTBP1"
"331",NA,NA,Inf,"LINC00211"
"332",0.493696344508952,0,1,"LINC00211"
"333",NA,0.0239271143286604,0,"LINC00211"
"334",NA,NA,Inf,"CYP1B1"
"335",0.494958180043939,0,1,"CYP1B1"
"336",NA,0.0239271143286604,0,"CYP1B1"
"337",NA,NA,Inf,"AC007381.1"
"338",0.496217801272721,0,1,"AC007381.1"
"339",NA,0.0239271143286604,0,"AC007381.1"
"340",NA,NA,Inf,"ADD2"
"341",0.488084296205893,0.00161134386077989,1,"ADD2"
"342",NA,0.0239271143286604,0,"ADD2"
"343",NA,NA,Inf,"DYSF"
"344",0.491937817738355,0.00642857142857143,1,"DYSF"
"345",NA,0.0239271143286604,0,"DYSF"
"346",NA,NA,Inf,"TRABD2A"
"347",0.493481393504778,0.00582807187955318,1,"TRABD2A"
"348",NA,0.0239271143286604,0,"TRABD2A"
"349",NA,NA,Inf,"CD8A"
"350",0.52778060061969,0.065393899495282,1,"CD8A"
"351",NA,0.0239271143286604,0,"CD8A"
"352",NA,NA,Inf,"CD8B"
"353",0.491699425677905,0.003239241092087,1,"CD8B"
"354",NA,0.0239271143286604,0,"CD8B"
"355",NA,NA,Inf,"IGKV2.24"
"356",0.491702475711569,0.000579374275782155,1,"IGKV2.24"
"357",NA,0.0239271143286604,0,"IGKV2.24"
"358",NA,NA,Inf,"FAM178B"
"359",0.495220473668407,0.00768386388583974,1,"FAM178B"
"360",NA,0.0239271143286604,0,"FAM178B"
"361",NA,NA,Inf,"IL1RL1"
"362",0.496635596955533,0.00634920634920635,1,"IL1RL1"
"363",NA,0.0239271143286604,0,"IL1RL1"
"364",NA,NA,Inf,"IL18RAP"
"365",0.672318029278412,0.334258745141588,1,"IL18RAP"
"366",NA,0.0239271143286604,0,"IL18RAP"
"367",NA,NA,Inf,"AC013402.1"
"368",0.492274719636795,0,1,"AC013402.1"
"369",NA,0.0239271143286604,0,"AC013402.1"
"370",NA,NA,Inf,"LINC01114"
"371",0.491862515774791,0.00113442994895065,1,"LINC01114"
"372",NA,0.0239271143286604,0,"LINC01114"
"373",NA,NA,Inf,"MARCO"
"374",0.494156255315181,0,1,"MARCO"
"375",NA,0.0239271143286604,0,"MARCO"
"376",NA,NA,Inf,"PROC"
"377",0.496197605713715,0.00112549240292628,1,"PROC"
"378",NA,0.0239271143286604,0,"PROC"
"379",NA,NA,Inf,"MYO7B"
"380",0.490166416732862,0.00130747439529309,1,"MYO7B"
"381",NA,0.0239271143286604,0,"MYO7B"
"382",NA,NA,Inf,"LIMS2"
"383",0.494053898801964,0.00220345207491737,1,"LIMS2"
"384",NA,0.0239271143286604,0,"LIMS2"
"385",NA,NA,Inf,"LCT"
"386",0.493217945948217,0,1,"LCT"
"387",NA,0.0239271143286604,0,"LCT"
"388",NA,NA,Inf,"KYNU"
"389",0.478899423925763,0.00147029339036289,1,"KYNU"
"390",NA,0.0239271143286604,0,"KYNU"
"391",NA,NA,Inf,"TNFAIP6"
"392",0.494782103300147,0,1,"TNFAIP6"
"393",NA,0.0239271143286604,0,"TNFAIP6"
"394",NA,NA,Inf,"DPP4"
"395",0.498104921764351,0.00677966101694915,1,"DPP4"
"396",NA,0.0239271143286604,0,"DPP4"
"397",NA,NA,Inf,"SCN2A"
"398",0.496072439436869,0,1,"SCN2A"
"399",NA,0.0239271143286604,0,"SCN2A"
"400",NA,NA,Inf,"DHRS9"
"401",0.489592180088476,0.000836645053336122,1,"DHRS9"
"402",NA,0.0239271143286604,0,"DHRS9"
"403",NA,NA,Inf,"GAD1"
"404",0.495554140669516,0.00191570881226054,1,"GAD1"
"405",NA,0.0239271143286604,0,"GAD1"
"406",NA,NA,Inf,"GPR155"
"407",0.498912135908467,0.0120567375886525,1,"GPR155"
"408",NA,0.0239271143286604,0,"GPR155"
"409",NA,NA,Inf,"CDK15"
"410",0.494292226625962,0.00160449257922182,1,"CDK15"
"411",NA,0.0239271143286604,0,"CDK15"
"412",NA,NA,Inf,"CD28"
"413",0.495190944481504,0.0032441200324412,1,"CD28"
"414",NA,0.0239271143286604,0,"CD28"
"415",NA,NA,Inf,"ICOS"
"416",0.496079292489574,0.00110741971207087,1,"ICOS"
"417",NA,0.0239271143286604,0,"ICOS"
"418",NA,NA,Inf,"ADAM23"
"419",0.494626594372703,0,1,"ADAM23"
"420",NA,0.0239271143286604,0,"ADAM23"
"421",NA,NA,Inf,"LINC01857"
"422",0.497466389177469,0,1,"LINC01857"
"423",NA,0.0239271143286604,0,"LINC01857"
"424",NA,NA,Inf,"PTH2R"
"425",0.487095123572641,0.00218072781790923,1,"PTH2R"
"426",NA,0.0239271143286604,0,"PTH2R"
"427",NA,NA,Inf,"CXCR2"
"428",0.5560931721581,0.11980198019802,1,"CXCR2"
"429",NA,0.0239271143286604,0,"CXCR2"
"430",NA,NA,Inf,"GPBAR1"
"431",0.49125471351642,0,1,"GPBAR1"
"432",NA,0.0239271143286604,0,"GPBAR1"
"433",NA,NA,Inf,"CYP27A1"
"434",0.492554051067596,0.00229226361031519,1,"CYP27A1"
"435",NA,0.0239271143286604,0,"CYP27A1"
"436",NA,NA,Inf,"WNT10A"
"437",0.500237681105501,0.00541638456330399,1,"WNT10A"
"438",NA,0.0239271143286604,0,"WNT10A"
"439",NA,NA,Inf,"DES"
"440",0.495624396217011,0,1,"DES"
"441",NA,0.0239271143286604,0,"DES"
"442",NA,NA,Inf,"SLC4A3"
"443",0.496320731696261,0,1,"SLC4A3"
"444",NA,0.0239271143286604,0,"SLC4A3"
"445",NA,NA,Inf,"COL4A4"
"446",0.503554011043566,0.00870827285921625,1,"COL4A4"
"447",NA,0.0239271143286604,0,"COL4A4"
"448",NA,NA,Inf,"PID1"
"449",0.495453435241247,0.00188946622579121,1,"PID1"
"450",NA,0.0239271143286604,0,"PID1"
"451",NA,NA,Inf,"SP140"
"452",0.519755859196639,0.0511284202117036,1,"SP140"
"453",NA,0.0239271143286604,0,"SP140"
"454",NA,NA,Inf,"NMUR1"
"455",0.556733617339657,0.120317199890621,1,"NMUR1"
"456",NA,0.0239271143286604,0,"NMUR1"
"457",NA,NA,Inf,"SNORC"
"458",0.488825050910585,0.00260628766900147,1,"SNORC"
"459",NA,0.0239271143286604,0,"SNORC"
"460",NA,NA,Inf,"ERFE"
"461",0.495209919249898,0.00442151805453206,1,"ERFE"
"462",NA,0.0239271143286604,0,"ERFE"
"463",NA,NA,Inf,"LINC02610"
"464",0.497811305657914,0.0102810143934202,1,"LINC02610"
"465",NA,0.0239271143286604,0,"LINC02610"
"466",NA,NA,Inf,"GPR35"
"467",0.491253160003072,0.00150526843953838,1,"GPR35"
"468",NA,0.0239271143286604,0,"GPR35"
"469",NA,NA,Inf,"AGXT"
"470",0.49074378506743,0.00140812015958695,1,"AGXT"
"471",NA,0.0239271143286604,0,"AGXT"
"472",NA,NA,Inf,"AC104809.2"
"473",0.489893424299822,0.00231347599768652,1,"AC104809.2"
"474",NA,0.0239271143286604,0,"AC104809.2"
"475",NA,NA,Inf,"ANO7"
"476",0.494579650534667,0.00089086859688196,1,"ANO7"
"477",NA,0.0239271143286604,0,"ANO7"
"478",NA,NA,Inf,"IL5RA"
"479",0.488215255713,0.00244424075771463,1,"IL5RA"
"480",NA,0.0239271143286604,0,"IL5RA"
"481",NA,NA,Inf,"AC026202.2"
"482",0.496205127715042,0,1,"AC026202.2"
"483",NA,0.0239271143286604,0,"AC026202.2"
"484",NA,NA,Inf,"CAMK1"
"485",0.498631667037416,0.0155693950177936,1,"CAMK1"
"486",NA,0.0239271143286604,0,"CAMK1"
"487",NA,NA,Inf,"FBLN2"
"488",0.489889360676382,0.00292504570383912,1,"FBLN2"
"489",NA,0.0239271143286604,0,"FBLN2"
"490",NA,NA,Inf,"LINC02084"
"491",0.554442441041299,0.102977667493797,1,"LINC02084"
"492",NA,0.0239271143286604,0,"LINC02084"
"493",NA,NA,Inf,"EOMES"
"494",0.623865965156639,0.25597115817936,1,"EOMES"
"495",NA,0.0239271143286604,0,"EOMES"
"496",NA,NA,Inf,"CCR4"
"497",0.497175045504262,0,1,"CCR4"
"498",NA,0.0239271143286604,0,"CCR4"
"499",NA,NA,Inf,"ARPP21"
"500",0.488949832627911,0.00145878920495988,1,"ARPP21"
"501",NA,0.0239271143286604,0,"ARPP21"
"502",NA,NA,Inf,"CX3CR1"
"503",0.633044051441674,0.234797621331287,1,"CX3CR1"
"504",NA,0.0239271143286604,0,"CX3CR1"
"505",NA,NA,Inf,"VIPR1"
"506",0.493696947095982,0.000779727095516569,1,"VIPR1"
"507",NA,0.0239271143286604,0,"VIPR1"
"508",NA,NA,Inf,"CCR1"
"509",0.494631141051205,0.0062446778313937,1,"CCR1"
