sample,HSC_program,CellCycle_program
TARGET.20.PAWVVR.09A,0.060349617172962236,0.6665437936267852
TARGET.20.PAWZWN.09A,0.061370979662108395,0.45217754198244564
TARGET.20.PAVMZL.09A,-0.3190769417184864,-0.32230776229219166
TARGET.20.PAUSXS.09A,-0.3712704469231696,-0.053416356983232854
TARGET.20.PASVYL.09A,-0.48480431326332896,1.5053488839930342
TARGET.20.PAKRUP.09A,-0.7170049541435246,0.016178978176711115
TARGET.20.PASVYA.09A,-0.0593801739082833,0.8781785309550723
TARGET.20.PAXEPC.09A,0.10107662982324728,-1.3901576957431983
TARGET.20.PARJCR.09A,0.35115176984524105,0.5241478739634813
TARGET.20.PARIAP.09A,0.9163043787967714,0.30324436214248934
TARGET.20.PAWWUN.09A,-0.361450700544046,0.14637779647175955
TARGET.20.PAESVN.09A,0.2923005034356765,-0.7503680665415676
TARGET.20.PABZKY.09A,-0.01498483820149783,-0.8860494952654752
TARGET.20.PATRME.09A,-0.2583144670286587,-1.6233348238876155
TARGET.20.PASPMI.09A,-0.07859665020745596,1.3686660625206146
TARGET.20.PABGKN.09A,0.3052287686818532,-0.6170528028827799
TARGET.20.PAWWMZ.09A,-0.3649587358157172,0.16439692125110908
TARGET.20.PAVGIV.09A,-0.23043842213805124,-0.3201320571915467
TARGET.20.PASUVD.09A,0.08329912797585699,-0.5077268835286963
TARGET.20.PATAPC.09A,-0.7666619302460826,-0.6559638096903415
TARGET.20.PATKEA.09A,0.30985543668273186,-0.8428956597635344
TARGET.20.PAVNVF.09A,-0.5350967418915473,-0.9116004760969046
TARGET.20.PAUNYL.09A,-0.6646835859234596,-0.005525264476687735
TARGET.20.PAYKSD.Sorted.CD34.Myeloid.Mono.09A,-0.8342610121266999,-1.1617709119184676
TARGET.20.PAXAAA.09A,0.1549439253167425,-0.030718674462393243
TARGET.20.PATFZR.09A,-0.32774226175160753,-0.03100940128999964
TARGET.20.PAWWTP.09A,0.07499494296258533,-1.3245014339340635
TARGET.20.PAYJAX.Unsorted.09A,0.17345412253133213,0.016119582541869886
TARGET.20.PAXLMS.09A,-0.07960114866871691,-0.7770382403752363
TARGET.20.PAXDSN.09A,-0.19212092878124393,0.8335618765498142
TARGET.20.PASBGZ.09A,-0.5626534947342287,-0.32753796936340496
TARGET.20.PARUSN.09A,-0.6904697265251503,-1.30188157780237
