bin,x,y,n_cells
3446,0.6542,-29.6440,1
3447,0.6542,-24.2428,7
3448,0.6542,-23.6427,64
3449,0.6542,-23.0426,25
3450,0.6542,-22.4424,12
3451,0.6542,-21.8423,3
3452,0.6542,-21.2422,2
3453,0.6542,-20.0419,2
3454,0.6542,-19.4418,2
3455,0.6542,-18.8416,9
3456,0.6542,-18.2415,39
3457,0.6542,-17.6414,22
3458,0.6542,-17.0412,6
3459,0.6542,-16.4411,1
3460,0.6542,-15.2408,3
3461,0.6542,-12.2402,2
3462,0.6542,-11.6400,1
3463,0.6542,-10.4398,7
3464,0.6542,-9.8396,11
3465,0.6542,-9.2395,20
3466,0.6542,-8.6394,14
3467,0.6542,-8.0393,13
3468,0.6542,-7.4391,22
3469,0.6542,-6.8390,26
3470,0.6542,-6.2389,25
3471,0.6542,-5.6387,26
3472,0.6542,-5.0386,32
3473,0.6542,-4.4385,46
3474,0.6542,-3.8383,41
3475,0.6542,-3.2382,42
3476,0.6542,-2.6381,52
3477,0.6542,-2.0379,39
3478,0.6542,-1.4378,50
3479,0.6542,-0.8377,39
3480,0.6542,-0.2375,29
3481,0.6542,0.3626,44
3482,0.6542,0.9627,28
3483,0.6542,1.5629,24
3484,0.6542,2.1630,34
3485,0.6542,2.7631,36
3486,0.6542,3.3633,44
3487,0.6542,3.9634,33
3488,0.6542,4.5635,45
3489,0.6542,5.1637,33
3490,0.6542,5.7638,45
3491,0.6542,6.3639,48
3492,0.6542,6.9641,47
3493,0.6542,7.5642,41
3494,0.6542,8.1643,51
3495,0.6542,8.7645,48
3496,0.6542,9.3646,45
3497,0.6542,9.9647,54
3498,0.6542,10.5648,40
3499,0.6542,11.1650,35
3500,0.6542,11.7651,41
3501,0.6542,12.3652,24
3502,0.6542,12.9654,21
3503,0.6542,13.5655,34
3504,0.6542,14.1656,34
3505,0.6542,14.7658,24
3506,0.6542,15.3659,9
3507,0.6542,15.9660,5
3508,0.6542,16.5662,6
3509,0.6542,17.1663,12
3510,0.6542,17.7664,13
3511,0.6542,18.3666,16
3512,0.6542,18.9667,2
3513,0.6542,19.5668,4
3514,0.6542,20.1670,1
3515,0.6542,20.7671,1
3516,0.6542,21.3672,1
3517,0.6542,30.3692,1
3518,0.6542,30.9693,1
3519,0.6542,31.5695,25
3520,0.6542,32.1696,5
3521,0.6542,32.7697,8
3522,1.2383,-32.6447,6
3523,1.2383,-32.0445,25
3524,1.2383,-31.4444,20
3525,1.2383,-30.8443,4
3526,1.2383,-30.2441,2
3527,1.2383,-29.6440,1
3528,1.2383,-26.0432,3
3529,1.2383,-23.6427,7
3530,1.2383,-23.0426,17
3531,1.2383,-22.4424,6
3532,1.2383,-21.8423,4
3533,1.2383,-21.2422,2
3534,1.2383,-20.6420,1
3535,1.2383,-19.4418,8
3536,1.2383,-18.8416,20
3537,1.2383,-18.2415,42
3538,1.2383,-17.6414,15
3539,1.2383,-17.0412,5
3540,1.2383,-16.4411,9
3541,1.2383,-15.8410,3
3542,1.2383,-15.2408,5
3543,1.2383,-14.6407,1
3544,1.2383,-12.8403,1
3545,1.2383,-12.2402,2
3546,1.2383,-11.6400,2
3547,1.2383,-11.0399,1
3548,1.2383,-10.4398,1
3549,1.2383,-9.8396,4
3550,1.2383,-9.2395,10
3551,1.2383,-8.6394,16
3552,1.2383,-8.0393,18
3553,1.2383,-7.4391,20
3554,1.2383,-6.8390,24
3555,1.2383,-6.2389,43
3556,1.2383,-5.6387,35
3557,1.2383,-5.0386,40
3558,1.2383,-4.4385,46
3559,1.2383,-3.8383,38
3560,1.2383,-3.2382,43
3561,1.2383,-2.6381,32
3562,1.2383,-2.0379,48
3563,1.2383,-1.4378,30
3564,1.2383,-0.8377,42
3565,1.2383,-0.2375,40
3566,1.2383,0.3626,29
3567,1.2383,0.9627,29
3568,1.2383,1.5629,42
3569,1.2383,2.1630,33
3570,1.2383,2.7631,37
3571,1.2383,3.3633,35
3572,1.2383,3.9634,39
3573,1.2383,4.5635,45
3574,1.2383,5.1637,48
3575,1.2383,5.7638,43
3576,1.2383,6.3639,37
3577,1.2383,6.9641,40
3578,1.2383,7.5642,43
3579,1.2383,8.1643,54
3580,1.2383,8.7645,52
3581,1.2383,9.3646,53
3582,1.2383,9.9647,35
3583,1.2383,10.5648,42
3584,1.2383,11.1650,33
3585,1.2383,11.7651,35
3586,1.2383,12.3652,27
3587,1.2383,12.9654,28
3588,1.2383,13.5655,34
3589,1.2383,14.1656,36
3590,1.2383,14.7658,22
3591,1.2383,15.3659,12
3592,1.2383,15.9660,8
3593,1.2383,16.5662,9
3594,1.2383,17.1663,18
3595,1.2383,17.7664,25
3596,1.2383,18.3666,14
3597,1.2383,18.9667,6
3598,1.2383,19.5668,6
3599,1.2383,20.1670,2
3600,1.2383,20.7671,1
3601,1.2383,29.7691,1
3602,1.2383,30.3692,1
3603,1.2383,30.9693,1
3604,1.2383,31.5695,16
3605,1.2383,32.1696,13
3606,1.2383,32.7697,5
3607,1.2383,36.3705,28
3608,1.2383,36.9707,9
3609,1.2383,37.5708,43
3610,1.2383,38.1709,7
3611,1.8223,-26.6434,5
3612,1.8223,-26.0432,8
3613,1.8223,-25.4431,2
3614,1.8223,-24.8430,1
3615,1.8223,-23.0426,3
3616,1.8223,-22.4424,1
3617,1.8223,-21.8423,4
3618,1.8223,-21.2422,2
3619,1.8223,-20.6420,3
3620,1.8223,-20.0419,2
3621,1.8223,-19.4418,13
3622,1.8223,-18.8416,36
3623,1.8223,-18.2415,38
3624,1.8223,-17.6414,25
3625,1.8223,-17.0412,7
3626,1.8223,-16.4411,1
3627,1.8223,-15.8410,3
3628,1.8223,-14.0406,1
3629,1.8223,-12.2402,1
3630,1.8223,-11.0399,6
3631,1.8223,-10.4398,6
3632,1.8223,-9.8396,4
3633,1.8223,-9.2395,12
3634,1.8223,-8.6394,9
3635,1.8223,-8.0393,18
3636,1.8223,-7.4391,18
3637,1.8223,-6.8390,37
3638,1.8223,-6.2389,31
3639,1.8223,-5.6387,39
3640,1.8223,-5.0386,41
3641,1.8223,-4.4385,40
3642,1.8223,-3.8383,36
3643,1.8223,-3.2382,51
3644,1.8223,-2.6381,48
3645,1.8223,-2.0379,47
3646,1.8223,-1.4378,38
3647,1.8223,-0.8377,43
3648,1.8223,-0.2375,38
3649,1.8223,0.3626,37
3650,1.8223,0.9627,28
3651,1.8223,1.5629,36
3652,1.8223,2.1630,32
3653,1.8223,2.7631,33
3654,1.8223,3.3633,31
3655,1.8223,3.9634,40
3656,1.8223,4.5635,32
3657,1.8223,5.1637,42
3658,1.8223,5.7638,43
3659,1.8223,6.3639,41
3660,1.8223,6.9641,44
3661,1.8223,7.5642,46
3662,1.8223,8.1643,42
3663,1.8223,8.7645,50
3664,1.8223,9.3646,43
3665,1.8223,9.9647,44
3666,1.8223,10.5648,41
3667,1.8223,11.1650,39
3668,1.8223,11.7651,23
3669,1.8223,12.3652,27
3670,1.8223,12.9654,31
3671,1.8223,13.5655,31
3672,1.8223,14.1656,25
3673,1.8223,14.7658,15
3674,1.8223,15.3659,11
3675,1.8223,15.9660,18
3676,1.8223,16.5662,8
3677,1.8223,17.1663,15
3678,1.8223,17.7664,37
3679,1.8223,18.3666,18
3680,1.8223,18.9667,8
3681,1.8223,19.5668,6
3682,1.8223,20.7671,5
3683,1.8223,21.3672,3
3684,1.8223,30.9693,1
3685,1.8223,31.5695,17
3686,1.8223,32.1696,7
3687,1.8223,35.7704,19
3688,1.8223,36.3705,32
3689,1.8223,36.9707,12
3690,1.8223,37.5708,47
3691,1.8223,38.1709,46
3692,1.8223,38.7711,1
3693,2.4063,-26.6434,16
3694,2.4063,-26.0432,16
3695,2.4063,-25.4431,5
3696,2.4063,-24.8430,3
3697,2.4063,-21.2422,9
3698,2.4063,-20.0419,8
3699,2.4063,-19.4418,24
3700,2.4063,-18.8416,27
3701,2.4063,-18.2415,40
3702,2.4063,-17.6414,22
3703,2.4063,-17.0412,2
3704,2.4063,-15.8410,1
3705,2.4063,-15.2408,1
3706,2.4063,-11.6400,3
3707,2.4063,-11.0399,5
3708,2.4063,-10.4398,7
3709,2.4063,-9.8396,15
3710,2.4063,-9.2395,9
3711,2.4063,-8.6394,11
3712,2.4063,-8.0393,9
3713,2.4063,-7.4391,17
3714,2.4063,-6.8390,32
3715,2.4063,-6.2389,33
3716,2.4063,-5.6387,40
3717,2.4063,-5.0386,42
3718,2.4063,-4.4385,36
3719,2.4063,-3.8383,33
3720,2.4063,-3.2382,38
3721,2.4063,-2.6381,46
3722,2.4063,-2.0379,37
3723,2.4063,-1.4378,47
3724,2.4063,-0.8377,39
3725,2.4063,-0.2375,32
3726,2.4063,0.3626,31
3727,2.4063,0.9627,22
3728,2.4063,1.5629,30
3729,2.4063,2.1630,26
3730,2.4063,2.7631,26
3731,2.4063,3.3633,36
3732,2.4063,3.9634,34
3733,2.4063,4.5635,33
3734,2.4063,5.1637,34
3735,2.4063,5.7638,35
3736,2.4063,6.3639,40
3737,2.4063,6.9641,38
3738,2.4063,7.5642,38
3739,2.4063,8.1643,46
3740,2.4063,8.7645,46
3741,2.4063,9.3646,35
3742,2.4063,9.9647,43
3743,2.4063,10.5648,38
3744,2.4063,11.1650,37
3745,2.4063,11.7651,37
3746,2.4063,12.3652,26
3747,2.4063,12.9654,26
3748,2.4063,13.5655,28
3749,2.4063,14.1656,21
3750,2.4063,14.7658,10
3751,2.4063,15.3659,9
3752,2.4063,15.9660,9
3753,2.4063,16.5662,19
3754,2.4063,17.1663,29
3755,2.4063,17.7664,36
3756,2.4063,18.3666,26
3757,2.4063,18.9667,15
3758,2.4063,19.5668,3
3759,2.4063,20.1670,2
3760,2.4063,20.7671,4
3761,2.4063,21.3672,4
3762,2.4063,29.7691,1
3763,2.4063,30.9693,1
3764,2.4063,31.5695,7
3765,2.4063,32.1696,3
3766,2.4063,32.7697,3
3767,2.4063,33.3699,1
3768,2.4063,33.9700,1
3769,2.4063,35.1703,4
3770,2.4063,35.7704,23
3771,2.4063,36.3705,11
3772,2.4063,36.9707,4
3773,2.4063,37.5708,25
3774,2.4063,38.1709,20
3775,2.9903,-27.2435,11
3776,2.9903,-26.6434,34
3777,2.9903,-26.0432,23
3778,2.9903,-25.4431,9
3779,2.9903,-24.8430,3
3780,2.9903,-21.2422,2
3781,2.9903,-20.6420,9
3782,2.9903,-20.0419,19
3783,2.9903,-19.4418,24
3784,2.9903,-18.8416,37
3785,2.9903,-18.2415,30
3786,2.9903,-17.6414,24
3787,2.9903,-17.0412,16
3788,2.9903,-16.4411,4
3789,2.9903,-15.8410,1
3790,2.9903,-15.2408,1
3791,2.9903,-14.6407,1
3792,2.9903,-12.2402,1
3793,2.9903,-11.6400,2
3794,2.9903,-11.0399,11
3795,2.9903,-10.4398,15
3796,2.9903,-9.8396,15
3797,2.9903,-9.2395,6
3798,2.9903,-8.6394,6
3799,2.9903,-8.0393,10
3800,2.9903,-7.4391,17
3801,2.9903,-6.8390,29
3802,2.9903,-6.2389,25
3803,2.9903,-5.6387,34
3804,2.9903,-5.0386,36
3805,2.9903,-4.4385,40
3806,2.9903,-3.8383,47
3807,2.9903,-3.2382,41
3808,2.9903,-2.6381,39
3809,2.9903,-2.0379,34
3810,2.9903,-1.4378,50
3811,2.9903,-0.8377,36
3812,2.9903,-0.2375,28
3813,2.9903,0.3626,40
3814,2.9903,0.9627,29
3815,2.9903,1.5629,31
3816,2.9903,2.1630,22
3817,2.9903,2.7631,28
3818,2.9903,3.3633,19
3819,2.9903,3.9634,33
3820,2.9903,4.5635,29
3821,2.9903,5.1637,35
3822,2.9903,5.7638,25
3823,2.9903,6.3639,31
3824,2.9903,6.9641,46
3825,2.9903,7.5642,37
3826,2.9903,8.1643,33
3827,2.9903,8.7645,33
3828,2.9903,9.3646,32
3829,2.9903,9.9647,35
3830,2.9903,10.5648,38
3831,2.9903,11.1650,31
3832,2.9903,11.7651,30
3833,2.9903,12.3652,25
3834,2.9903,12.9654,22
3835,2.9903,13.5655,28
3836,2.9903,14.1656,13
3837,2.9903,14.7658,8
3838,2.9903,15.3659,9
3839,2.9903,15.9660,18
3840,2.9903,16.5662,20
3841,2.9903,17.1663,28
3842,2.9903,17.7664,46
3843,2.9903,18.3666,27
3844,2.9903,18.9667,14
3845,2.9903,19.5668,1
3846,2.9903,20.1670,2
3847,2.9903,20.7671,8
3848,2.9903,21.3672,21
3849,2.9903,21.9674,1
3850,2.9903,29.7691,1
3851,2.9903,30.3692,1
3852,2.9903,31.5695,3
3853,2.9903,32.1696,13
3854,2.9903,32.7697,2
3855,2.9903,35.1703,11
3856,2.9903,35.7704,3
3857,2.9903,36.3705,4
3858,2.9903,36.9707,25
3859,2.9903,37.5708,27
3860,3.5744,-27.2435,10
3861,3.5744,-26.6434,40
3862,3.5744,-26.0432,36
3863,3.5744,-25.4431,14
3864,3.5744,-24.8430,3
3865,3.5744,-21.2422,5
3866,3.5744,-20.6420,5
3867,3.5744,-20.0419,15
3868,3.5744,-19.4418,54
3869,3.5744,-18.8416,35
3870,3.5744,-18.2415,40
3871,3.5744,-17.6414,31
3872,3.5744,-17.0412,13
3873,3.5744,-16.4411,9
3874,3.5744,-15.8410,1
3875,3.5744,-15.2408,3
3876,3.5744,-14.6407,3
3877,3.5744,-14.0406,2
3878,3.5744,-13.4404,3
3879,3.5744,-12.8403,1
3880,3.5744,-12.2402,2
3881,3.5744,-11.6400,7
3882,3.5744,-11.0399,14
3883,3.5744,-10.4398,15
3884,3.5744,-9.8396,12
3885,3.5744,-9.2395,13
3886,3.5744,-8.6394,12
3887,3.5744,-8.0393,12
3888,3.5744,-7.4391,14
3889,3.5744,-6.8390,28
3890,3.5744,-6.2389,32
3891,3.5744,-5.6387,37
3892,3.5744,-5.0386,35
3893,3.5744,-4.4385,43
3894,3.5744,-3.8383,49
3895,3.5744,-3.2382,37
3896,3.5744,-2.6381,44
3897,3.5744,-2.0379,45
3898,3.5744,-1.4378,30
3899,3.5744,-0.8377,33
3900,3.5744,-0.2375,40
3901,3.5744,0.3626,27
3902,3.5744,0.9627,29
3903,3.5744,1.5629,30
3904,3.5744,2.1630,25
3905,3.5744,2.7631,23
3906,3.5744,3.3633,25
3907,3.5744,3.9634,21
3908,3.5744,4.5635,31
3909,3.5744,5.1637,31
3910,3.5744,5.7638,30
3911,3.5744,6.3639,33
3912,3.5744,6.9641,35
3913,3.5744,7.5642,25
3914,3.5744,8.1643,36
3915,3.5744,8.7645,35
3916,3.5744,9.3646,24
3917,3.5744,9.9647,42
3918,3.5744,10.5648,26
3919,3.5744,11.1650,31
3920,3.5744,11.7651,24
3921,3.5744,12.3652,25
3922,3.5744,12.9654,25
3923,3.5744,13.5655,25
3924,3.5744,14.1656,12
3925,3.5744,14.7658,6
3926,3.5744,15.3659,26
3927,3.5744,15.9660,17
3928,3.5744,16.5662,22
3929,3.5744,17.1663,31
3930,3.5744,17.7664,41
3931,3.5744,18.3666,26
3932,3.5744,18.9667,15
3933,3.5744,19.5668,9
3934,3.5744,20.1670,5
3935,3.5744,20.7671,25
3936,3.5744,21.3672,20
3937,3.5744,21.9674,4
3938,3.5744,28.5688,2
3939,3.5744,29.1689,2
3940,3.5744,32.1696,7
3941,3.5744,32.7697,1
3942,3.5744,33.3699,2
3943,3.5744,33.9700,1
3944,3.5744,34.5701,23
3945,3.5744,35.1703,2
3946,3.5744,36.3705,6
3947,3.5744,36.9707,41
3948,3.5744,37.5708,9
3949,4.1584,-26.6434,26
3950,4.1584,-26.0432,31
3951,4.1584,-25.4431,25
3952,4.1584,-24.8430,9
3953,4.1584,-24.2428,1
3954,4.1584,-21.2422,2
3955,4.1584,-20.6420,8
3956,4.1584,-20.0419,22
3957,4.1584,-19.4418,73
3958,4.1584,-18.8416,50
3959,4.1584,-18.2415,32
3960,4.1584,-17.6414,44
3961,4.1584,-17.0412,29
3962,4.1584,-16.4411,8
3963,4.1584,-15.8410,3
3964,4.1584,-15.2408,4
3965,4.1584,-13.4404,1
3966,4.1584,-12.2402,7
3967,4.1584,-11.6400,27
3968,4.1584,-11.0399,23
3969,4.1584,-10.4398,32
3970,4.1584,-9.8396,20
3971,4.1584,-9.2395,17
3972,4.1584,-8.6394,7
3973,4.1584,-8.0393,10
3974,4.1584,-7.4391,14
3975,4.1584,-6.8390,25
3976,4.1584,-6.2389,23
3977,4.1584,-5.6387,50
3978,4.1584,-5.0386,42
3979,4.1584,-4.4385,42
3980,4.1584,-3.8383,42
3981,4.1584,-3.2382,33
3982,4.1584,-2.6381,47
3983,4.1584,-2.0379,41
3984,4.1584,-1.4378,37
3985,4.1584,-0.8377,35
3986,4.1584,-0.2375,33
3987,4.1584,0.3626,28
3988,4.1584,0.9627,30
3989,4.1584,1.5629,21
3990,4.1584,2.1630,17
3991,4.1584,2.7631,18
3992,4.1584,3.3633,23
3993,4.1584,3.9634,21
3994,4.1584,4.5635,24
3995,4.1584,5.1637,29
3996,4.1584,5.7638,39
3997,4.1584,6.3639,31
3998,4.1584,6.9641,37
3999,4.1584,7.5642,39
4000,4.1584,8.1643,25
4001,4.1584,8.7645,32
4002,4.1584,9.3646,33
4003,4.1584,9.9647,38
4004,4.1584,10.5648,25
4005,4.1584,11.1650,18
4006,4.1584,11.7651,14
4007,4.1584,12.3652,24
4008,4.1584,12.9654,29
4009,4.1584,13.5655,11
4010,4.1584,14.1656,8
4011,4.1584,14.7658,9
4012,4.1584,15.3659,20
4013,4.1584,15.9660,23
4014,4.1584,16.5662,29
4015,4.1584,17.1663,37
4016,4.1584,17.7664,44
4017,4.1584,18.3666,31
4018,4.1584,18.9667,17
4019,4.1584,19.5668,11
4020,4.1584,20.1670,13
4021,4.1584,20.7671,13
4022,4.1584,21.3672,13
4023,4.1584,21.9674,3
4024,4.1584,26.1683,1
4025,4.1584,29.1689,1
4026,4.1584,29.7691,1
4027,4.1584,30.9693,1
4028,4.1584,31.5695,3
4029,4.1584,32.1696,1
4030,4.1584,32.7697,5
4031,4.1584,33.3699,9
4032,4.1584,33.9700,23
4033,4.1584,34.5701,14
4034,4.1584,35.7704,2
4035,4.1584,36.3705,18
4036,4.1584,36.9707,6
4037,4.7424,-26.0432,2
4038,4.7424,-21.2422,4
4039,4.7424,-20.6420,3
4040,4.7424,-20.0419,8
4041,4.7424,-19.4418,28
4042,4.7424,-18.8416,39
4043,4.7424,-18.2415,50
4044,4.7424,-17.6414,38
4045,4.7424,-17.0412,23
4046,4.7424,-16.4411,13
4047,4.7424,-15.8410,9
4048,4.7424,-15.2408,1
4049,4.7424,-14.6407,1
4050,4.7424,-13.4404,1
4051,4.7424,-12.8403,2
4052,4.7424,-12.2402,13
4053,4.7424,-11.6400,40
4054,4.7424,-11.0399,41
4055,4.7424,-10.4398,28
4056,4.7424,-9.8396,13
4057,4.7424,-9.2395,10
4058,4.7424,-8.6394,9
4059,4.7424,-8.0393,12
4060,4.7424,-7.4391,16
4061,4.7424,-6.8390,22
4062,4.7424,-6.2389,29
4063,4.7424,-5.6387,39
4064,4.7424,-5.0386,41
4065,4.7424,-4.4385,39
4066,4.7424,-3.8383,40
4067,4.7424,-3.2382,41
4068,4.7424,-2.6381,47
4069,4.7424,-2.0379,31
4070,4.7424,-1.4378,38
4071,4.7424,-0.8377,30
4072,4.7424,-0.2375,26
4073,4.7424,0.3626,32
4074,4.7424,0.9627,20
4075,4.7424,1.5629,17
4076,4.7424,2.1630,30
4077,4.7424,2.7631,20
4078,4.7424,3.3633,24
4079,4.7424,3.9634,25
4080,4.7424,4.5635,32
4081,4.7424,5.1637,33
4082,4.7424,5.7638,34
4083,4.7424,6.3639,41
4084,4.7424,6.9641,31
4085,4.7424,7.5642,47
4086,4.7424,8.1643,31
4087,4.7424,8.7645,26
4088,4.7424,9.3646,32
4089,4.7424,9.9647,31
4090,4.7424,10.5648,29
4091,4.7424,11.1650,22
4092,4.7424,11.7651,13
4093,4.7424,12.3652,17
4094,4.7424,12.9654,8
4095,4.7424,13.5655,10
4096,4.7424,14.1656,10
4097,4.7424,14.7658,24
4098,4.7424,15.3659,22
4099,4.7424,15.9660,26
4100,4.7424,16.5662,36
4101,4.7424,17.1663,37
4102,4.7424,17.7664,51
4103,4.7424,18.3666,46
4104,4.7424,18.9667,15
4105,4.7424,19.5668,7
4106,4.7424,20.1670,3
4107,4.7424,20.7671,8
4108,4.7424,21.3672,25
4109,4.7424,21.9674,15
4110,4.7424,29.1689,5
4111,4.7424,30.3692,1
4112,4.7424,30.9693,4
4113,4.7424,31.5695,4
4114,4.7424,32.1696,15
4115,4.7424,32.7697,27
4116,4.7424,33.3699,18
4117,4.7424,33.9700,13
4118,4.7424,34.5701,10
4119,4.7424,35.1703,8
4120,4.7424,35.7704,11
4121,4.7424,36.3705,10
4122,5.3264,-21.2422,1
4123,5.3264,-20.6420,3
4124,5.3264,-20.0419,5
4125,5.3264,-19.4418,8
4126,5.3264,-18.8416,30
4127,5.3264,-18.2415,33
4128,5.3264,-17.6414,13
4129,5.3264,-17.0412,7
4130,5.3264,-16.4411,7
4131,5.3264,-15.8410,3
4132,5.3264,-15.2408,3
4133,5.3264,-14.6407,3
4134,5.3264,-13.4404,1
4135,5.3264,-11.0399,12
4136,5.3264,-10.4398,21
4137,5.3264,-9.8396,17
4138,5.3264,-9.2395,17
4139,5.3264,-8.6394,17
4140,5.3264,-8.0393,12
4141,5.3264,-7.4391,14
4142,5.3264,-6.8390,28
4143,5.3264,-6.2389,29
4144,5.3264,-5.6387,39
4145,5.3264,-5.0386,48
4146,5.3264,-4.4385,49
4147,5.3264,-3.8383,49
4148,5.3264,-3.2382,46
4149,5.3264,-2.6381,39
4150,5.3264,-2.0379,41
4151,5.3264,-1.4378,39
4152,5.3264,-0.8377,36
4153,5.3264,-0.2375,23
4154,5.3264,0.3626,21
4155,5.3264,0.9627,23
4156,5.3264,1.5629,19
4157,5.3264,2.1630,18
4158,5.3264,2.7631,22
4159,5.3264,3.3633,29
4160,5.3264,3.9634,27
4161,5.3264,4.5635,37
4162,5.3264,5.1637,27
4163,5.3264,5.7638,24
4164,5.3264,6.3639,36
4165,5.3264,6.9641,29
4166,5.3264,7.5642,28
4167,5.3264,8.1643,27
4168,5.3264,8.7645,32
4169,5.3264,9.3646,35
4170,5.3264,9.9647,27
4171,5.3264,10.5648,23
4172,5.3264,11.1650,11
4173,5.3264,11.7651,14
4174,5.3264,12.3652,10
4175,5.3264,12.9654,7
4176,5.3264,13.5655,15
4177,5.3264,14.1656,20
4178,5.3264,14.7658,19
4179,5.3264,15.3659,19
4180,5.3264,15.9660,24
4181,5.3264,16.5662,31
4182,5.3264,17.1663,55
4183,5.3264,17.7664,52
4184,5.3264,18.3666,38
4185,5.3264,18.9667,18
4186,5.3264,19.5668,6
4187,5.3264,20.1670,5
4188,5.3264,20.7671,1
4189,5.3264,21.3672,14
4190,5.3264,21.9674,25
4191,5.3264,22.5675,18
4192,5.3264,23.1676,3
4193,5.3264,27.9687,1
4194,5.3264,28.5688,1
4195,5.3264,29.1689,4
4196,5.3264,30.3692,2
4197,5.3264,30.9693,3
4198,5.3264,31.5695,9
4199,5.3264,32.1696,14
4200,5.3264,32.7697,30
4201,5.3264,33.3699,14
4202,5.3264,33.9700,13
4203,5.3264,34.5701,37
4204,5.3264,35.1703,58
4205,5.3264,35.7704,23
4206,5.9104,-21.2422,6
4207,5.9104,-20.6420,10
4208,5.9104,-20.0419,10
4209,5.9104,-19.4418,8
4210,5.9104,-18.8416,7
4211,5.9104,-18.2415,20
4212,5.9104,-17.6414,24
4213,5.9104,-17.0412,7
4214,5.9104,-16.4411,4
4215,5.9104,-15.8410,3
4216,5.9104,-15.2408,1
4217,5.9104,-14.6407,1
4218,5.9104,-14.0406,1
4219,5.9104,-13.4404,2
4220,5.9104,-12.2402,1
4221,5.9104,-11.6400,2
4222,5.9104,-11.0399,1
4223,5.9104,-10.4398,8
4224,5.9104,-9.8396,11
4225,5.9104,-9.2395,9
4226,5.9104,-8.6394,8
4227,5.9104,-8.0393,18
4228,5.9104,-7.4391,15
4229,5.9104,-6.8390,29
4230,5.9104,-6.2389,35
4231,5.9104,-5.6387,44
4232,5.9104,-5.0386,44
4233,5.9104,-4.4385,46
4234,5.9104,-3.8383,47
4235,5.9104,-3.2382,46
4236,5.9104,-2.6381,48
4237,5.9104,-2.0379,36
4238,5.9104,-1.4378,33
4239,5.9104,-0.8377,28
4240,5.9104,-0.2375,22
4241,5.9104,0.3626,26
4242,5.9104,0.9627,25
4243,5.9104,1.5629,16
4244,5.9104,2.1630,8
4245,5.9104,2.7631,18
4246,5.9104,3.3633,22
4247,5.9104,3.9634,33
4248,5.9104,4.5635,28
4249,5.9104,5.1637,26
4250,5.9104,5.7638,19
4251,5.9104,6.3639,22
4252,5.9104,6.9641,20
4253,5.9104,7.5642,10
4254,5.9104,8.1643,22
4255,5.9104,8.7645,18
4256,5.9104,9.3646,17
4257,5.9104,9.9647,7
4258,5.9104,10.5648,13
4259,5.9104,11.1650,10
4260,5.9104,11.7651,6
4261,5.9104,12.3652,5
4262,5.9104,12.9654,8
4263,5.9104,13.5655,11
4264,5.9104,14.1656,21
4265,5.9104,14.7658,27
4266,5.9104,15.3659,29
4267,5.9104,15.9660,36
4268,5.9104,16.5662,47
4269,5.9104,17.1663,50
4270,5.9104,17.7664,50
4271,5.9104,18.3666,42
4272,5.9104,18.9667,34
4273,5.9104,19.5668,2
4274,5.9104,20.1670,1
4275,5.9104,20.7671,5
4276,5.9104,21.3672,15
4277,5.9104,21.9674,30
4278,5.9104,22.5675,30
4279,5.9104,23.1676,31
4280,5.9104,29.1689,2
4281,5.9104,29.7691,1
4282,5.9104,30.3692,4
4283,5.9104,30.9693,10
4284,5.9104,31.5695,25
4285,5.9104,32.1696,34
4286,5.9104,32.7697,33
4287,5.9104,33.3699,23
4288,5.9104,33.9700,37
4289,5.9104,34.5701,60
4290,5.9104,35.1703,43
4291,5.9104,35.7704,3
4292,6.4945,-23.0426,10
4293,6.4945,-22.4424,2
4294,6.4945,-21.8423,4
4295,6.4945,-21.2422,15
4296,6.4945,-20.6420,24
4297,6.4945,-20.0419,20
4298,6.4945,-19.4418,10
4299,6.4945,-18.8416,19
4300,6.4945,-18.2415,20
4301,6.4945,-17.6414,17
4302,6.4945,-17.0412,5
4303,6.4945,-16.4411,4
4304,6.4945,-15.8410,2
4305,6.4945,-15.2408,1
4306,6.4945,-14.6407,4
4307,6.4945,-14.0406,1
4308,6.4945,-13.4404,2
4309,6.4945,-12.8403,1
4310,6.4945,-11.0399,1
4311,6.4945,-10.4398,1
4312,6.4945,-9.8396,2
4313,6.4945,-9.2395,10
4314,6.4945,-8.6394,10
4315,6.4945,-8.0393,15
4316,6.4945,-7.4391,16
4317,6.4945,-6.8390,28
4318,6.4945,-6.2389,34
4319,6.4945,-5.6387,45
4320,6.4945,-5.0386,50
4321,6.4945,-4.4385,49
4322,6.4945,-3.8383,51
4323,6.4945,-3.2382,47
4324,6.4945,-2.6381,39
4325,6.4945,-2.0379,46
4326,6.4945,-1.4378,32
4327,6.4945,-0.8377,33
4328,6.4945,-0.2375,21
4329,6.4945,0.3626,13
4330,6.4945,0.9627,10
4331,6.4945,1.5629,10
4332,6.4945,2.1630,11
4333,6.4945,2.7631,10
4334,6.4945,3.3633,18
4335,6.4945,3.9634,22
4336,6.4945,4.5635,10
4337,6.4945,5.1637,15
4338,6.4945,5.7638,23
4339,6.4945,6.3639,13
4340,6.4945,6.9641,7
4341,6.4945,7.5642,13
4342,6.4945,8.1643,6
4343,6.4945,8.7645,4
4344,6.4945,9.3646,6
4345,6.4945,9.9647,3
4346,6.4945,10.5648,6
4347,6.4945,11.1650,6
4348,6.4945,11.7651,9
4349,6.4945,12.3652,12
4350,6.4945,12.9654,13
