bin,x,y,n_cells
1742,-12.7783,18.3666,15
1743,-12.7783,18.9667,19
1744,-12.7783,19.5668,18
1745,-12.7783,20.1670,23
1746,-12.7783,20.7671,27
1747,-12.7783,21.3672,6
1748,-12.7783,26.7684,5
1749,-12.7783,30.9693,1
1750,-12.7783,31.5695,1
1751,-12.7783,32.1696,9
1752,-12.7783,32.7697,10
1753,-12.1942,-27.8436,4
1754,-12.1942,-27.2435,4
1755,-12.1942,-26.6434,5
1756,-12.1942,-26.0432,6
1757,-12.1942,-25.4431,7
1758,-12.1942,-24.8430,4
1759,-12.1942,-24.2428,6
1760,-12.1942,-23.6427,3
1761,-12.1942,-23.0426,7
1762,-12.1942,-22.4424,4
1763,-12.1942,-21.8423,10
1764,-12.1942,-21.2422,12
1765,-12.1942,-20.6420,7
1766,-12.1942,-20.0419,9
1767,-12.1942,-19.4418,11
1768,-12.1942,-18.8416,6
1769,-12.1942,-18.2415,6
1770,-12.1942,-17.6414,4
1771,-12.1942,-17.0412,6
1772,-12.1942,-16.4411,5
1773,-12.1942,-15.8410,3
1774,-12.1942,-15.2408,3
1775,-12.1942,-14.6407,9
1776,-12.1942,-14.0406,10
1777,-12.1942,-13.4404,10
1778,-12.1942,-12.8403,7
1779,-12.1942,-12.2402,9
1780,-12.1942,-11.6400,6
1781,-12.1942,-11.0399,16
1782,-12.1942,-10.4398,12
1783,-12.1942,-9.8396,3
1784,-12.1942,-9.2395,13
1785,-12.1942,-8.6394,11
1786,-12.1942,-8.0393,20
1787,-12.1942,-7.4391,20
1788,-12.1942,-6.8390,20
1789,-12.1942,-6.2389,17
1790,-12.1942,-5.6387,23
1791,-12.1942,-5.0386,13
1792,-12.1942,-4.4385,14
1793,-12.1942,-3.8383,17
1794,-12.1942,-3.2382,5
1795,-12.1942,-2.6381,12
1796,-12.1942,-2.0379,9
1797,-12.1942,-1.4378,9
1798,-12.1942,-0.8377,14
1799,-12.1942,-0.2375,6
1800,-12.1942,0.3626,8
1801,-12.1942,0.9627,10
1802,-12.1942,1.5629,3
1803,-12.1942,2.1630,5
1804,-12.1942,2.7631,4
1805,-12.1942,3.3633,8
1806,-12.1942,3.9634,6
1807,-12.1942,4.5635,5
1808,-12.1942,5.1637,4
1809,-12.1942,5.7638,14
1810,-12.1942,6.3639,15
1811,-12.1942,6.9641,17
1812,-12.1942,7.5642,18
1813,-12.1942,8.1643,15
1814,-12.1942,8.7645,15
1815,-12.1942,9.3646,22
1816,-12.1942,9.9647,17
1817,-12.1942,10.5648,21
1818,-12.1942,11.1650,9
1819,-12.1942,11.7651,15
1820,-12.1942,12.3652,7
1821,-12.1942,12.9654,6
1822,-12.1942,13.5655,6
1823,-12.1942,14.1656,2
1824,-12.1942,14.7658,3
1825,-12.1942,15.3659,2
1826,-12.1942,15.9660,4
1827,-12.1942,16.5662,1
1828,-12.1942,17.1663,10
1829,-12.1942,17.7664,16
1830,-12.1942,18.3666,23
1831,-12.1942,18.9667,19
1832,-12.1942,19.5668,21
1833,-12.1942,20.1670,21
1834,-12.1942,20.7671,9
1835,-12.1942,29.1689,1
1836,-12.1942,29.7691,1
1837,-12.1942,30.3692,3
1838,-12.1942,30.9693,6
1839,-11.6102,-26.6434,9
1840,-11.6102,-26.0432,15
1841,-11.6102,-25.4431,8
1842,-11.6102,-24.8430,15
1843,-11.6102,-24.2428,8
1844,-11.6102,-23.6427,10
1845,-11.6102,-23.0426,5
1846,-11.6102,-22.4424,18
1847,-11.6102,-21.8423,12
1848,-11.6102,-21.2422,9
1849,-11.6102,-20.6420,18
1850,-11.6102,-20.0419,13
1851,-11.6102,-19.4418,6
1852,-11.6102,-18.8416,16
1853,-11.6102,-18.2415,10
1854,-11.6102,-17.6414,8
1855,-11.6102,-17.0412,4
1856,-11.6102,-16.4411,2
1857,-11.6102,-15.8410,3
1858,-11.6102,-15.2408,8
1859,-11.6102,-14.6407,16
1860,-11.6102,-14.0406,27
1861,-11.6102,-13.4404,13
1862,-11.6102,-12.8403,9
1863,-11.6102,-12.2402,9
1864,-11.6102,-11.6400,16
1865,-11.6102,-11.0399,18
1866,-11.6102,-10.4398,20
1867,-11.6102,-9.8396,17
1868,-11.6102,-9.2395,15
1869,-11.6102,-8.6394,20
1870,-11.6102,-8.0393,17
1871,-11.6102,-7.4391,10
1872,-11.6102,-6.8390,15
1873,-11.6102,-6.2389,18
1874,-11.6102,-5.6387,11
1875,-11.6102,-5.0386,13
1876,-11.6102,-4.4385,13
1877,-11.6102,-3.8383,18
1878,-11.6102,-3.2382,14
1879,-11.6102,-2.6381,16
1880,-11.6102,-2.0379,13
1881,-11.6102,-1.4378,17
1882,-11.6102,-0.8377,18
1883,-11.6102,-0.2375,20
1884,-11.6102,0.3626,12
1885,-11.6102,0.9627,9
1886,-11.6102,1.5629,6
1887,-11.6102,2.1630,6
1888,-11.6102,2.7631,6
1889,-11.6102,3.3633,9
1890,-11.6102,3.9634,6
1891,-11.6102,4.5635,7
1892,-11.6102,5.1637,11
1893,-11.6102,5.7638,13
1894,-11.6102,6.3639,14
1895,-11.6102,6.9641,19
1896,-11.6102,7.5642,18
1897,-11.6102,8.1643,15
1898,-11.6102,8.7645,19
1899,-11.6102,9.3646,19
1900,-11.6102,9.9647,22
1901,-11.6102,10.5648,16
1902,-11.6102,11.1650,12
1903,-11.6102,11.7651,8
1904,-11.6102,12.3652,9
1905,-11.6102,12.9654,9
1906,-11.6102,13.5655,4
1907,-11.6102,14.1656,4
1908,-11.6102,14.7658,8
1909,-11.6102,15.3659,3
1910,-11.6102,15.9660,5
1911,-11.6102,16.5662,9
1912,-11.6102,17.1663,10
1913,-11.6102,17.7664,20
1914,-11.6102,18.3666,31
1915,-11.6102,18.9667,16
1916,-11.6102,19.5668,8
1917,-11.6102,20.1670,11
1918,-11.6102,24.3679,2
1919,-11.6102,28.5688,5
1920,-11.6102,29.1689,8
1921,-11.6102,29.7691,1
1922,-11.6102,30.3692,2
1923,-11.0262,-26.6434,20
1924,-11.0262,-26.0432,11
1925,-11.0262,-25.4431,13
1926,-11.0262,-24.8430,5
1927,-11.0262,-24.2428,9
1928,-11.0262,-23.6427,12
1929,-11.0262,-23.0426,7
1930,-11.0262,-22.4424,4
1931,-11.0262,-21.8423,5
1932,-11.0262,-21.2422,5
1933,-11.0262,-20.6420,5
1934,-11.0262,-20.0419,10
1935,-11.0262,-19.4418,12
1936,-11.0262,-18.8416,15
1937,-11.0262,-18.2415,11
1938,-11.0262,-17.6414,13
1939,-11.0262,-17.0412,9
1940,-11.0262,-16.4411,11
1941,-11.0262,-15.8410,8
1942,-11.0262,-15.2408,5
1943,-11.0262,-14.6407,15
1944,-11.0262,-14.0406,28
1945,-11.0262,-13.4404,20
1946,-11.0262,-12.8403,19
1947,-11.0262,-12.2402,18
1948,-11.0262,-11.6400,18
1949,-11.0262,-11.0399,20
1950,-11.0262,-10.4398,18
1951,-11.0262,-9.8396,19
1952,-11.0262,-9.2395,21
1953,-11.0262,-8.6394,17
1954,-11.0262,-8.0393,24
1955,-11.0262,-7.4391,26
1956,-11.0262,-6.8390,24
1957,-11.0262,-6.2389,11
1958,-11.0262,-5.6387,14
1959,-11.0262,-5.0386,17
1960,-11.0262,-4.4385,18
1961,-11.0262,-3.8383,18
1962,-11.0262,-3.2382,17
1963,-11.0262,-2.6381,25
1964,-11.0262,-2.0379,33
1965,-11.0262,-1.4378,19
1966,-11.0262,-0.8377,16
1967,-11.0262,-0.2375,25
1968,-11.0262,0.3626,10
1969,-11.0262,0.9627,9
1970,-11.0262,1.5629,5
1971,-11.0262,2.1630,8
1972,-11.0262,2.7631,9
1973,-11.0262,3.3633,12
1974,-11.0262,3.9634,10
1975,-11.0262,4.5635,9
1976,-11.0262,5.1637,7
1977,-11.0262,5.7638,23
1978,-11.0262,6.3639,15
1979,-11.0262,6.9641,13
1980,-11.0262,7.5642,15
1981,-11.0262,8.1643,12
1982,-11.0262,8.7645,18
1983,-11.0262,9.3646,14
1984,-11.0262,9.9647,14
1985,-11.0262,10.5648,20
1986,-11.0262,11.1650,12
1987,-11.0262,11.7651,9
1988,-11.0262,12.3652,6
1989,-11.0262,12.9654,5
1990,-11.0262,13.5655,5
1991,-11.0262,14.1656,2
1992,-11.0262,14.7658,6
1993,-11.0262,15.3659,2
1994,-11.0262,15.9660,5
1995,-11.0262,16.5662,4
1996,-11.0262,17.1663,13
1997,-11.0262,17.7664,17
1998,-11.0262,18.3666,6
1999,-11.0262,18.9667,5
2000,-11.0262,19.5668,4
2001,-11.0262,20.1670,1
2002,-11.0262,23.7678,1
2003,-11.0262,27.3686,6
2004,-11.0262,27.9687,4
2005,-11.0262,28.5688,3
2006,-11.0262,29.1689,3
2007,-11.0262,29.7691,2
2008,-10.4422,-26.6434,14
2009,-10.4422,-26.0432,21
2010,-10.4422,-25.4431,12
2011,-10.4422,-24.8430,10
2012,-10.4422,-24.2428,13
2013,-10.4422,-23.6427,9
2014,-10.4422,-23.0426,6
2015,-10.4422,-22.4424,12
2016,-10.4422,-21.8423,1
2017,-10.4422,-21.2422,7
2018,-10.4422,-20.6420,23
2019,-10.4422,-20.0419,26
2020,-10.4422,-19.4418,40
2021,-10.4422,-18.8416,40
2022,-10.4422,-18.2415,32
2023,-10.4422,-17.6414,27
2024,-10.4422,-17.0412,16
2025,-10.4422,-16.4411,12
2026,-10.4422,-15.8410,5
2027,-10.4422,-15.2408,10
2028,-10.4422,-14.6407,12
2029,-10.4422,-14.0406,11
2030,-10.4422,-13.4404,18
2031,-10.4422,-12.8403,18
2032,-10.4422,-12.2402,22
2033,-10.4422,-11.6400,24
2034,-10.4422,-11.0399,13
2035,-10.4422,-10.4398,19
2036,-10.4422,-9.8396,26
2037,-10.4422,-9.2395,25
2038,-10.4422,-8.6394,32
2039,-10.4422,-8.0393,21
2040,-10.4422,-7.4391,26
2041,-10.4422,-6.8390,18
2042,-10.4422,-6.2389,26
2043,-10.4422,-5.6387,13
2044,-10.4422,-5.0386,23
2045,-10.4422,-4.4385,24
2046,-10.4422,-3.8383,17
2047,-10.4422,-3.2382,24
2048,-10.4422,-2.6381,25
2049,-10.4422,-2.0379,30
2050,-10.4422,-1.4378,30
2051,-10.4422,-0.8377,22
2052,-10.4422,-0.2375,22
2053,-10.4422,0.3626,23
2054,-10.4422,0.9627,14
2055,-10.4422,1.5629,5
2056,-10.4422,2.1630,10
2057,-10.4422,2.7631,11
2058,-10.4422,3.3633,8
2059,-10.4422,3.9634,8
2060,-10.4422,4.5635,8
2061,-10.4422,5.1637,9
2062,-10.4422,5.7638,17
2063,-10.4422,6.3639,18
2064,-10.4422,6.9641,12
2065,-10.4422,7.5642,16
2066,-10.4422,8.1643,11
2067,-10.4422,8.7645,17
2068,-10.4422,9.3646,15
2069,-10.4422,9.9647,13
2070,-10.4422,10.5648,13
2071,-10.4422,11.1650,8
2072,-10.4422,11.7651,8
2073,-10.4422,12.3652,8
2074,-10.4422,12.9654,5
2075,-10.4422,13.5655,2
2076,-10.4422,14.1656,4
2077,-10.4422,14.7658,3
2078,-10.4422,15.3659,1
2079,-10.4422,15.9660,2
2080,-10.4422,16.5662,4
2081,-10.4422,17.1663,5
2082,-10.4422,17.7664,4
2083,-10.4422,18.3666,6
2084,-10.4422,18.9667,1
2085,-10.4422,19.5668,2
2086,-10.4422,24.9680,1
2087,-10.4422,26.1683,3
2088,-10.4422,26.7684,6
2089,-10.4422,27.3686,12
2090,-10.4422,29.1689,1
2091,-10.4422,29.7691,3
2092,-10.4422,30.3692,12
2093,-10.4422,30.9693,32
2094,-9.8581,-26.6434,4
2095,-9.8581,-26.0432,35
2096,-9.8581,-25.4431,36
2097,-9.8581,-24.8430,31
2098,-9.8581,-24.2428,24
2099,-9.8581,-23.6427,11
2100,-9.8581,-23.0426,12
2101,-9.8581,-22.4424,7
2102,-9.8581,-21.8423,16
2103,-9.8581,-21.2422,50
2104,-9.8581,-20.6420,46
2105,-9.8581,-20.0419,26
2106,-9.8581,-19.4418,22
2107,-9.8581,-18.8416,16
2108,-9.8581,-18.2415,27
2109,-9.8581,-17.6414,30
2110,-9.8581,-17.0412,26
2111,-9.8581,-16.4411,18
2112,-9.8581,-15.8410,6
2113,-9.8581,-15.2408,13
2114,-9.8581,-14.6407,8
2115,-9.8581,-14.0406,11
2116,-9.8581,-13.4404,16
2117,-9.8581,-12.8403,14
2118,-9.8581,-12.2402,14
2119,-9.8581,-11.6400,9
2120,-9.8581,-11.0399,16
2121,-9.8581,-10.4398,16
2122,-9.8581,-9.8396,15
2123,-9.8581,-9.2395,22
2124,-9.8581,-8.6394,28
2125,-9.8581,-8.0393,32
2126,-9.8581,-7.4391,35
2127,-9.8581,-6.8390,19
2128,-9.8581,-6.2389,19
2129,-9.8581,-5.6387,27
2130,-9.8581,-5.0386,24
2131,-9.8581,-4.4385,29
2132,-9.8581,-3.8383,31
2133,-9.8581,-3.2382,25
2134,-9.8581,-2.6381,36
2135,-9.8581,-2.0379,26
2136,-9.8581,-1.4378,32
2137,-9.8581,-0.8377,29
2138,-9.8581,-0.2375,26
2139,-9.8581,0.3626,22
2140,-9.8581,0.9627,17
2141,-9.8581,1.5629,16
2142,-9.8581,2.1630,16
2143,-9.8581,2.7631,12
2144,-9.8581,3.3633,18
2145,-9.8581,3.9634,16
2146,-9.8581,4.5635,14
2147,-9.8581,5.1637,20
2148,-9.8581,5.7638,13
2149,-9.8581,6.3639,10
2150,-9.8581,6.9641,6
2151,-9.8581,7.5642,16
2152,-9.8581,8.1643,10
2153,-9.8581,8.7645,6
2154,-9.8581,9.3646,9
2155,-9.8581,9.9647,12
2156,-9.8581,10.5648,14
2157,-9.8581,11.1650,19
2158,-9.8581,11.7651,7
2159,-9.8581,12.3652,9
2160,-9.8581,12.9654,9
2161,-9.8581,14.1656,4
2162,-9.8581,14.7658,2
2163,-9.8581,15.3659,1
2164,-9.8581,15.9660,3
2165,-9.8581,16.5662,4
2166,-9.8581,17.1663,3
2167,-9.8581,17.7664,4
2168,-9.8581,18.3666,8
2169,-9.8581,18.9667,1
2170,-9.8581,19.5668,1
2171,-9.8581,23.7678,1
2172,-9.8581,24.3679,2
2173,-9.8581,24.9680,1
2174,-9.8581,26.1683,1
2175,-9.8581,29.1689,1
2176,-9.8581,29.7691,1
2177,-9.8581,30.3692,10
2178,-9.8581,30.9693,40
2179,-9.8581,31.5695,4
2180,-9.2741,-26.0432,4
2181,-9.2741,-25.4431,10
2182,-9.2741,-24.8430,14
2183,-9.2741,-24.2428,23
2184,-9.2741,-23.6427,26
2185,-9.2741,-23.0426,19
2186,-9.2741,-22.4424,9
2187,-9.2741,-21.8423,7
2188,-9.2741,-21.2422,2
2189,-9.2741,-20.6420,2
2190,-9.2741,-20.0419,2
2191,-9.2741,-19.4418,5
2192,-9.2741,-18.8416,2
2193,-9.2741,-18.2415,4
2194,-9.2741,-17.6414,6
2195,-9.2741,-17.0412,6
2196,-9.2741,-16.4411,16
2197,-9.2741,-15.8410,13
2198,-9.2741,-15.2408,11
2199,-9.2741,-14.6407,6
2200,-9.2741,-14.0406,14
2201,-9.2741,-13.4404,7
2202,-9.2741,-12.8403,7
2203,-9.2741,-12.2402,20
2204,-9.2741,-11.6400,17
2205,-9.2741,-11.0399,12
2206,-9.2741,-10.4398,16
2207,-9.2741,-9.8396,23
2208,-9.2741,-9.2395,23
2209,-9.2741,-8.6394,26
2210,-9.2741,-8.0393,23
2211,-9.2741,-7.4391,27
2212,-9.2741,-6.8390,29
2213,-9.2741,-6.2389,33
2214,-9.2741,-5.6387,29
2215,-9.2741,-5.0386,23
2216,-9.2741,-4.4385,34
2217,-9.2741,-3.8383,27
2218,-9.2741,-3.2382,34
2219,-9.2741,-2.6381,31
2220,-9.2741,-2.0379,27
2221,-9.2741,-1.4378,29
2222,-9.2741,-0.8377,27
2223,-9.2741,-0.2375,40
2224,-9.2741,0.3626,24
2225,-9.2741,0.9627,21
2226,-9.2741,1.5629,24
2227,-9.2741,2.1630,25
2228,-9.2741,2.7631,25
2229,-9.2741,3.3633,17
2230,-9.2741,3.9634,25
2231,-9.2741,4.5635,15
2232,-9.2741,5.1637,14
2233,-9.2741,5.7638,13
2234,-9.2741,6.3639,11
2235,-9.2741,6.9641,12
2236,-9.2741,7.5642,15
2237,-9.2741,8.1643,11
2238,-9.2741,8.7645,15
2239,-9.2741,9.3646,15
2240,-9.2741,9.9647,16
2241,-9.2741,10.5648,15
2242,-9.2741,11.1650,4
2243,-9.2741,11.7651,11
2244,-9.2741,12.3652,10
2245,-9.2741,12.9654,8
2246,-9.2741,13.5655,3
2247,-9.2741,14.1656,5
2248,-9.2741,14.7658,2
2249,-9.2741,15.3659,3
2250,-9.2741,15.9660,1
2251,-9.2741,16.5662,2
2252,-9.2741,17.1663,3
2253,-9.2741,17.7664,3
2254,-9.2741,18.3666,2
2255,-9.2741,21.9674,1
2256,-9.2741,22.5675,1
2257,-9.2741,23.7678,1
2258,-9.2741,29.7691,2
2259,-9.2741,30.3692,10
2260,-9.2741,30.9693,55
2261,-9.2741,31.5695,11
2262,-8.6901,-23.0426,4
2263,-8.6901,-22.4424,20
2264,-8.6901,-21.8423,6
2265,-8.6901,-21.2422,7
2266,-8.6901,-20.6420,4
2267,-8.6901,-20.0419,5
2268,-8.6901,-19.4418,2
2269,-8.6901,-18.2415,1
2270,-8.6901,-17.6414,2
2271,-8.6901,-17.0412,5
2272,-8.6901,-16.4411,4
2273,-8.6901,-15.8410,2
2274,-8.6901,-15.2408,9
2275,-8.6901,-14.6407,19
2276,-8.6901,-14.0406,13
2277,-8.6901,-13.4404,18
2278,-8.6901,-12.8403,18
2279,-8.6901,-12.2402,9
2280,-8.6901,-11.6400,6
2281,-8.6901,-11.0399,17
2282,-8.6901,-10.4398,13
2283,-8.6901,-9.8396,23
2284,-8.6901,-9.2395,23
2285,-8.6901,-8.6394,23
2286,-8.6901,-8.0393,18
2287,-8.6901,-7.4391,26
2288,-8.6901,-6.8390,21
2289,-8.6901,-6.2389,42
2290,-8.6901,-5.6387,28
2291,-8.6901,-5.0386,32
2292,-8.6901,-4.4385,29
2293,-8.6901,-3.8383,35
2294,-8.6901,-3.2382,30
2295,-8.6901,-2.6381,39
2296,-8.6901,-2.0379,34
2297,-8.6901,-1.4378,38
2298,-8.6901,-0.8377,34
2299,-8.6901,-0.2375,20
2300,-8.6901,0.3626,26
2301,-8.6901,0.9627,20
2302,-8.6901,1.5629,31
2303,-8.6901,2.1630,32
2304,-8.6901,2.7631,31
2305,-8.6901,3.3633,36
2306,-8.6901,3.9634,28
2307,-8.6901,4.5635,26
2308,-8.6901,5.1637,14
2309,-8.6901,5.7638,27
2310,-8.6901,6.3639,20
2311,-8.6901,6.9641,8
2312,-8.6901,7.5642,17
2313,-8.6901,8.1643,14
2314,-8.6901,8.7645,23
2315,-8.6901,9.3646,15
2316,-8.6901,9.9647,12
2317,-8.6901,10.5648,21
2318,-8.6901,11.1650,10
2319,-8.6901,11.7651,12
2320,-8.6901,12.3652,11
2321,-8.6901,12.9654,9
2322,-8.6901,13.5655,2
2323,-8.6901,14.7658,4
2324,-8.6901,15.3659,1
2325,-8.6901,15.9660,4
2326,-8.6901,16.5662,1
2327,-8.6901,17.1663,3
2328,-8.6901,17.7664,4
2329,-8.6901,18.3666,3
2330,-8.6901,18.9667,2
2331,-8.6901,19.5668,1
2332,-8.6901,20.7671,1
2333,-8.6901,22.5675,1
2334,-8.6901,23.1676,1
2335,-8.6901,29.1689,3
2336,-8.6901,29.7691,16
2337,-8.6901,30.3692,14
2338,-8.6901,30.9693,53
2339,-8.6901,31.5695,19
2340,-8.1061,-21.8423,1
2341,-8.1061,-21.2422,9
2342,-8.1061,-20.6420,12
2343,-8.1061,-20.0419,4
2344,-8.1061,-19.4418,2
2345,-8.1061,-18.8416,1
2346,-8.1061,-17.6414,4
2347,-8.1061,-17.0412,2
2348,-8.1061,-16.4411,6
2349,-8.1061,-15.8410,3
2350,-8.1061,-15.2408,1
2351,-8.1061,-14.6407,5
2352,-8.1061,-14.0406,15
2353,-8.1061,-13.4404,12
2354,-8.1061,-12.8403,5
2355,-8.1061,-12.2402,5
2356,-8.1061,-11.6400,10
2357,-8.1061,-11.0399,16
2358,-8.1061,-10.4398,21
2359,-8.1061,-9.8396,24
2360,-8.1061,-9.2395,20
2361,-8.1061,-8.6394,20
2362,-8.1061,-8.0393,23
2363,-8.1061,-7.4391,26
2364,-8.1061,-6.8390,18
2365,-8.1061,-6.2389,21
2366,-8.1061,-5.6387,23
2367,-8.1061,-5.0386,31
2368,-8.1061,-4.4385,29
2369,-8.1061,-3.8383,30
2370,-8.1061,-3.2382,38
2371,-8.1061,-2.6381,27
2372,-8.1061,-2.0379,38
2373,-8.1061,-1.4378,29
2374,-8.1061,-0.8377,32
2375,-8.1061,-0.2375,38
2376,-8.1061,0.3626,48
2377,-8.1061,0.9627,29
2378,-8.1061,1.5629,33
2379,-8.1061,2.1630,30
2380,-8.1061,2.7631,39
2381,-8.1061,3.3633,40
2382,-8.1061,3.9634,30
2383,-8.1061,4.5635,30
2384,-8.1061,5.1637,29
2385,-8.1061,5.7638,33
2386,-8.1061,6.3639,32
2387,-8.1061,6.9641,17
2388,-8.1061,7.5642,13
2389,-8.1061,8.1643,15
2390,-8.1061,8.7645,14
2391,-8.1061,9.3646,21
2392,-8.1061,9.9647,16
2393,-8.1061,10.5648,24
2394,-8.1061,11.1650,17
2395,-8.1061,11.7651,15
2396,-8.1061,12.3652,11
2397,-8.1061,12.9654,1
2398,-8.1061,13.5655,3
2399,-8.1061,14.1656,6
2400,-8.1061,14.7658,1
2401,-8.1061,15.3659,2
2402,-8.1061,15.9660,1
2403,-8.1061,16.5662,2
2404,-8.1061,17.7664,4
2405,-8.1061,18.3666,2
2406,-8.1061,18.9667,3
2407,-8.1061,19.5668,1
2408,-8.1061,20.1670,1
2409,-8.1061,21.3672,1
2410,-8.1061,21.9674,1
2411,-8.1061,23.1676,5
2412,-8.1061,23.7678,1
2413,-8.1061,28.5688,3
2414,-8.1061,29.1689,5
2415,-8.1061,29.7691,11
2416,-8.1061,30.3692,12
2417,-8.1061,30.9693,64
2418,-8.1061,31.5695,6
2419,-7.5221,-20.0419,1
2420,-7.5221,-19.4418,2
2421,-7.5221,-17.6414,1
2422,-7.5221,-15.8410,1
2423,-7.5221,-14.6407,1
2424,-7.5221,-14.0406,4
2425,-7.5221,-13.4404,7
2426,-7.5221,-12.8403,5
2427,-7.5221,-12.2402,12
2428,-7.5221,-11.6400,10
2429,-7.5221,-11.0399,13
2430,-7.5221,-10.4398,20
2431,-7.5221,-9.8396,11
2432,-7.5221,-9.2395,12
2433,-7.5221,-8.6394,20
2434,-7.5221,-8.0393,21
2435,-7.5221,-7.4391,22
2436,-7.5221,-6.8390,19
2437,-7.5221,-6.2389,22
2438,-7.5221,-5.6387,28
2439,-7.5221,-5.0386,34
2440,-7.5221,-4.4385,40
2441,-7.5221,-3.8383,30
2442,-7.5221,-3.2382,36
2443,-7.5221,-2.6381,39
2444,-7.5221,-2.0379,28
2445,-7.5221,-1.4378,36
2446,-7.5221,-0.8377,39
2447,-7.5221,-0.2375,34
2448,-7.5221,0.3626,39
2449,-7.5221,0.9627,27
2450,-7.5221,1.5629,44
2451,-7.5221,2.1630,35
2452,-7.5221,2.7631,35
2453,-7.5221,3.3633,41
2454,-7.5221,3.9634,37
2455,-7.5221,4.5635,37
2456,-7.5221,5.1637,39
2457,-7.5221,5.7638,18
2458,-7.5221,6.3639,30
2459,-7.5221,6.9641,29
2460,-7.5221,7.5642,19
2461,-7.5221,8.1643,22
2462,-7.5221,8.7645,17
2463,-7.5221,9.3646,12
2464,-7.5221,9.9647,20
2465,-7.5221,10.5648,10
2466,-7.5221,11.1650,14
2467,-7.5221,11.7651,21
2468,-7.5221,12.3652,23
2469,-7.5221,12.9654,7
2470,-7.5221,13.5655,3
2471,-7.5221,14.1656,1
2472,-7.5221,14.7658,1
2473,-7.5221,15.9660,1
2474,-7.5221,16.5662,1
2475,-7.5221,17.1663,1
2476,-7.5221,17.7664,2
2477,-7.5221,18.3666,2
2478,-7.5221,18.9667,3
2479,-7.5221,19.5668,13
2480,-7.5221,20.1670,7
2481,-7.5221,20.7671,6
2482,-7.5221,21.3672,2
2483,-7.5221,21.9674,2
2484,-7.5221,22.5675,1
2485,-7.5221,23.1676,3
2486,-7.5221,27.9687,1
2487,-7.5221,28.5688,1
2488,-7.5221,29.1689,7
2489,-7.5221,29.7691,6
2490,-7.5221,30.3692,16
2491,-7.5221,30.9693,1
2492,-6.9380,-30.8443,1
2493,-6.9380,-27.8436,2
2494,-6.9380,-17.0412,1
2495,-6.9380,-16.4411,1
2496,-6.9380,-15.2408,2
2497,-6.9380,-14.6407,6
2498,-6.9380,-14.0406,4
2499,-6.9380,-12.8403,3
2500,-6.9380,-12.2402,11
2501,-6.9380,-11.6400,12
2502,-6.9380,-11.0399,5
2503,-6.9380,-10.4398,15
2504,-6.9380,-9.8396,22
2505,-6.9380,-9.2395,20
2506,-6.9380,-8.6394,14
2507,-6.9380,-8.0393,18
2508,-6.9380,-7.4391,18
2509,-6.9380,-6.8390,22
2510,-6.9380,-6.2389,29
2511,-6.9380,-5.6387,21
2512,-6.9380,-5.0386,25
2513,-6.9380,-4.4385,38
2514,-6.9380,-3.8383,27
2515,-6.9380,-3.2382,33
2516,-6.9380,-2.6381,37
2517,-6.9380,-2.0379,36
2518,-6.9380,-1.4378,36
2519,-6.9380,-0.8377,30
2520,-6.9380,-0.2375,37
2521,-6.9380,0.3626,30
2522,-6.9380,0.9627,30
2523,-6.9380,1.5629,37
2524,-6.9380,2.1630,31
2525,-6.9380,2.7631,36
2526,-6.9380,3.3633,28
2527,-6.9380,3.9634,36
2528,-6.9380,4.5635,32
2529,-6.9380,5.1637,36
2530,-6.9380,5.7638,33
2531,-6.9380,6.3639,34
2532,-6.9380,6.9641,30
2533,-6.9380,7.5642,36
2534,-6.9380,8.1643,20
2535,-6.9380,8.7645,21
2536,-6.9380,9.3646,15
2537,-6.9380,9.9647,24
2538,-6.9380,10.5648,23
2539,-6.9380,11.1650,22
2540,-6.9380,11.7651,26
2541,-6.9380,12.3652,19
2542,-6.9380,12.9654,9
2543,-6.9380,13.5655,4
2544,-6.9380,14.1656,2
2545,-6.9380,15.3659,2
2546,-6.9380,15.9660,2
2547,-6.9380,16.5662,3
2548,-6.9380,17.1663,4
2549,-6.9380,17.7664,4
2550,-6.9380,18.3666,7
2551,-6.9380,18.9667,9
2552,-6.9380,19.5668,12
2553,-6.9380,20.1670,5
2554,-6.9380,20.7671,5
2555,-6.9380,21.3672,7
2556,-6.9380,21.9674,4
2557,-6.9380,22.5675,7
2558,-6.9380,23.1676,2
2559,-6.9380,26.7684,1
2560,-6.9380,27.9687,1
2561,-6.9380,28.5688,4
2562,-6.9380,29.1689,14
2563,-6.9380,29.7691,12
2564,-6.9380,30.3692,31
2565,-6.9380,30.9693,1
2566,-6.3540,-30.8443,20
2567,-6.3540,-30.2441,2
2568,-6.3540,-28.4438,4
2569,-6.3540,-27.8436,15
2570,-6.3540,-27.2435,7
2571,-6.3540,-15.8410,1
2572,-6.3540,-15.2408,2
2573,-6.3540,-14.6407,2
2574,-6.3540,-13.4404,4
2575,-6.3540,-12.8403,3
2576,-6.3540,-12.2402,7
2577,-6.3540,-11.6400,9
2578,-6.3540,-11.0399,21
2579,-6.3540,-10.4398,20
2580,-6.3540,-9.8396,22
2581,-6.3540,-9.2395,28
2582,-6.3540,-8.6394,23
2583,-6.3540,-8.0393,16
2584,-6.3540,-7.4391,19
2585,-6.3540,-6.8390,20
2586,-6.3540,-6.2389,26
2587,-6.3540,-5.6387,29
2588,-6.3540,-5.0386,33
