gene,log2FC,padj
MAMDC2,1.1909761,5.418351452558686e-10
GIHCG,0.21747927,5.725293949161926e-10
KIAA1958,0.75563896,5.821095288246896e-10
SLC39A10,0.41464275,6.115490625683732e-10
EIF4A1,-0.18938261,6.53919740538851e-10
PLCXD1,0.5492924,6.539653112101915e-10
SLC43A1,0.44322467,7.022098048738205e-10
NSMAF,0.3705434,7.280214159617816e-10
RYK,0.44154847,7.846715444287984e-10
PDE4D,0.6129481,8.093486251750613e-10
AL135905.2,0.60088503,9.067800809219844e-10
PML,0.29883936,9.082623915735268e-10
KRT17,1.2464191,9.114357085266912e-10
CTNNB1,0.35073605,9.553745808292985e-10
ZNF219,0.79366237,9.559903899154843e-10
GALNT1,0.29262143,9.613762595300017e-10
TRNT1,0.47342622,9.70951663337264e-10
EVPL,1.2193053,1.0457200938725548e-09
ARFGEF1,0.3686764,1.0567123250159705e-09
NT5C2,0.3186818,1.104118863082543e-09
GNA12,0.5612762,1.1360170505301343e-09
TMTC2,0.8326871,1.1845260725827045e-09
LRP5,0.8589058,1.1992430863584513e-09
BAALC-AS2,1.8161123,1.2317216222140928e-09
SERINC5,0.71955645,1.2357271639056915e-09
DNAAF2,0.3100733,1.2653716703174415e-09
SYNE3,0.43226844,1.2732833896762423e-09
S1PR4,0.28829333,1.3568551463875671e-09
ZNF107,0.579853,1.3839845603952935e-09
ICAM5,1.8035982,1.392316585683642e-09
EEF1A1,-0.13128753,1.3991559166580178e-09
ATP2A2,0.36466005,1.5049345301939573e-09
SLC38A2,0.32271156,1.5340830720194295e-09
ECM1,1.100633,1.6022988703356218e-09
GMPS,0.30490562,1.6410040023479671e-09
PLK3,0.38181737,2.185437613446887e-09
XBP1,0.2114341,2.3338242339846172e-09
LDLRAD2,0.84458417,2.4059913872239633e-09
NR2C1,0.56583405,2.7037181370711663e-09
DELE1,0.28298602,2.731407734250812e-09
LRP6,2.1008968,2.789900746434005e-09
SH3D21,0.5209778,2.789900746434005e-09
SCARF1,0.49735108,3.1299941601242163e-09
GGT5,0.6295668,3.275951328725796e-09
LBR,0.29195398,3.3655549554901683e-09
CMTM7,0.25294852,3.4096438608952374e-09
NRIP1,0.27182573,3.4700628127002288e-09
ZNF70,0.99948823,4.037908698685233e-09
SYNGAP1,0.7126981,4.204204319183661e-09
SMYD3,0.26894432,4.224481065615837e-09
TMEM131,0.36112297,4.2551715165332534e-09
REPIN1,0.26432464,4.435397294543037e-09
KDM4B,0.37786546,4.575915654635208e-09
GALK2,0.53823006,4.8663468690819e-09
SPACA9,0.83591735,5.071136169107229e-09
BICD1,0.6569176,5.1365264430387296e-09
DLGAP4,0.3718469,5.346190787936105e-09
CTNNA1,0.3060953,5.577815068127571e-09
MARVELD1,0.43104506,5.5902832141181856e-09
FAR2,0.56503636,6.080259583421029e-09
SNX5,0.29487047,6.096245579741292e-09
NABP1,0.44198072,6.1732043052784255e-09
HAUS4,0.23652403,6.41554643951619e-09
MTM1,0.6954202,6.577767383180631e-09
SPIDR,0.394336,6.8361186151766456e-09
AC245014.3,0.55730855,6.892774673208462e-09
TP53BP1,0.35514078,6.973780564794685e-09
ATXN2,0.33666515,7.10777891144148e-09
BMP3,2.6874316,7.4365231434008276e-09
DDX17,0.17654605,7.667278474140739e-09
CENPV,0.35490507,7.830359157470855e-09
PROSER2-AS1,1.7828238,7.896645663461628e-09
CD58,0.51314616,7.980170256348083e-09
TOX,0.4959226,7.985789956992037e-09
ZNF43,0.61286014,7.985789956992037e-09
RPAP2,0.3624363,8.2185091025463e-09
TMCC1-AS1,0.64858776,9.31127182209868e-09
SRPK2,0.33267462,1.1676845697253459e-08
SLC22A16,0.4618442,1.1794149338487934e-08
DHX32,0.6149956,1.2910840780755113e-08
CUX1,0.26239717,1.2953637065387074e-08
ATP2A1,1.8265401,1.3383676041821422e-08
NFATC1,0.7391782,1.375928659226813e-08
PYGB,0.40548334,1.415382037922668e-08
MEMO1,0.46012694,1.4667651842259864e-08
ORAI3,0.2515825,1.545539124786232e-08
CFAP36,0.36614963,1.565312138722917e-08
CD151,0.22914143,1.673629387380568e-08
PUM2,0.35707143,1.6770977004088474e-08
PCCB,0.40591577,1.775863710277714e-08
CXCL3,0.6337481,1.7876294510844917e-08
LUC7L2,0.3117968,1.8695782835144444e-08
SMARCC1,0.2515902,1.9049582440097604e-08
SHC1,0.44238764,1.9311464849718583e-08
MKLN1,0.47320798,1.982148158986258e-08
SLC39A8,0.40539095,2.044315172495396e-08
PTEN,0.30393967,2.2427510738281024e-08
FAM89A,0.9022856,2.4262801050890116e-08
CASD1,0.65319574,2.435721767630448e-08
POLR3D,0.3914308,2.580405643034227e-08
ZEB1,0.61986774,2.598496782531326e-08
POLE,0.48649377,2.964976889776168e-08
SINHCAF,0.29069954,2.982153063787195e-08
ERV3-1,0.67216,3.045718460225091e-08
BTG2,0.3791213,3.0843728957272e-08
DERA,0.38986593,3.2658765238825885e-08
KRBA1,1.4786239,3.293447853804725e-08
RRAS2,1.8117079,3.5861736545695036e-08
PTGIR,0.91843235,3.6308730511309114e-08
TRIM71,1.286095,3.719318660899525e-08
DLG1,0.41548255,3.8018630788753936e-08
MBD5,0.5486246,3.827040335015407e-08
KCNN4,0.28828114,3.90888032264893e-08
ARHGEF17,0.772873,3.920024172778795e-08
PIGP,0.2951671,4.049440057079794e-08
PLPP5,0.32995516,4.45848149214293e-08
FANCL,0.6342453,4.491808997795788e-08
CCDC18-AS1,0.2765386,4.546256887532084e-08
ZNF331,0.79823005,4.5569286035666904e-08
CDKN1A,0.40385646,4.877443350183129e-08
ARHGEF40,0.42422476,5.0749143179239936e-08
DNAJC9,0.32665938,5.095376780587665e-08
PIBF1,0.39297098,5.157299796719221e-08
LINC00339,0.52007717,5.4501975802679836e-08
ETNK1,0.39253443,5.481499424410785e-08
DDHD1,0.43954736,5.523919980340598e-08
LCORL,0.6245997,5.693309059699172e-08
PNRC1,-0.10956327,5.7883505613651926e-08
AC005562.1,0.5993011,6.280807198195086e-08
KDM1A,0.30182588,6.280807198195086e-08
AC118549.1,0.40964222,6.280807198195086e-08
CEP41,0.4626915,6.453546401282693e-08
TP53I3,0.36746597,6.823244504097896e-08
USP34,0.3010699,6.824953829768955e-08
METAP1,0.38631487,6.912986579035305e-08
ZFAND1,0.24634495,6.988266283259238e-08
CMBL,0.37589276,7.90945069381548e-08
MTHFD1L,0.4535192,8.337839981928395e-08
PRX,2.370254,8.482246053658799e-08
JMJD1C,0.27889943,8.494126054620391e-08
HDAC8,0.49922588,8.862023763104346e-08
IRS2,0.26178953,8.946942123637993e-08
ZNF195,0.41330698,9.096666149021334e-08
DNM1,0.7112809,9.122429250655949e-08
FHOD1,0.27383047,9.916312232089e-08
FAM216A,0.27997905,1.018883297840597e-07
CA8,1.6830606,1.0467905448548075e-07
NGLY1,0.3011835,1.09030071951658e-07
GATA2,0.31630376,1.1868121533113844e-07
IL15RA,0.84766734,1.1920282209801793e-07
ZC3H14,0.38082093,1.2414990094069022e-07
ADAM28,0.3299553,1.2669120351046515e-07
EPB41,0.3097695,1.27473356332059e-07
ANKRD17,0.30607215,1.3980330131036577e-07
RPUSD4,0.40629274,1.4186423971787334e-07
MLLT3,0.9676194,1.4552626918805982e-07
DRAM1,0.37715146,1.500261585287223e-07
NFKBID,0.55382836,1.5113871477300098e-07
B3GNT2,0.32106575,1.574482191697805e-07
VEGFA,1.1951648,1.69882722016569e-07
GNG2,0.47600585,1.7809932098958648e-07
RAB34,0.20080233,1.7992489540248725e-07
IQGAP2,0.2667954,1.8645108822453253e-07
EEF1B2,-0.28381526,1.8890765285620726e-07
PHC3,0.4157691,1.9287345215127416e-07
RNMT,0.31970552,2.0658604852187768e-07
MRPS2,0.24183606,2.1656179143922665e-07
ZNF544,0.73196787,2.2009126285528125e-07
BZW2,0.23931451,2.2346968016935127e-07
PITPNB,0.3665943,2.4368574593384785e-07
SIAH1,0.46406135,2.44929789293606e-07
EFHC1,0.41988027,2.550504609754684e-07
CYREN,0.39173642,2.66016064336467e-07
BACE1,0.5936829,2.742305316775414e-07
RBM14,0.3793908,2.746093817334162e-07
RLIM,0.42111155,2.7732289472172127e-07
SHPRH,0.4334847,2.8127214470467813e-07
TBL1XR1,0.28532296,2.863405150596382e-07
PHTF1,0.3322317,2.9128697909554755e-07
UHRF2,0.3797353,3.000623832936194e-07
ZBTB44,0.26953003,3.004600918598697e-07
PCNT,0.30715385,3.3294924001094724e-07
HIVEP2,0.6758968,3.3937232095260613e-07
WAKMAR2,0.7362326,3.4623071356498023e-07
HPS4,0.3353154,3.465581238823066e-07
FAM160B1,0.39998522,3.5328767467835554e-07
HIST1H1D,0.33152235,3.6388699341967185e-07
IQCB1,0.3892481,3.652980855303563e-07
ICAM1,0.5612578,3.686015134315703e-07
BTK,0.26400685,3.8437119048723286e-07
INPP5D,0.24005449,3.846861558852765e-07
NCK2,0.4709072,4.0040504866212916e-07
RARRES2,2.3799987,4.0110296558100687e-07
CXCL8,0.46480912,4.0590629839174393e-07
PTGER2,0.36561173,4.091401927665641e-07
SIPA1L3,0.51138324,4.21697920691237e-07
ANKLE2,0.2728727,4.390376382167787e-07
JUNB,0.15918882,4.425303046858879e-07
TMEM44,0.781982,4.4568193432116136e-07
BHLHE40,0.28411606,4.5436267967534136e-07
COL24A1,0.47724608,4.626104811973765e-07
TMEM216,0.30321503,4.629459573658353e-07
USP36,0.35988116,4.687321360406308e-07
CDH26,1.2861276,4.7324251840212645e-07
WDR48,0.3691703,4.737063498750878e-07
ZNF574,0.37134245,4.776521174366908e-07
ZBED6,0.8847941,4.77977140343263e-07
EPB41L4A-AS1,0.20228735,4.816325906284924e-07
MAML3,0.3693526,4.902160629440457e-07
RCBTB1,0.48600703,4.937227457699462e-07
MPRIP,0.30162632,4.990749528398768e-07
ASH2L,0.31561235,5.091299124969852e-07
ADARB2-AS1,3.7594037,5.10516514802901e-07
FOXO3,0.31411338,5.345251413407369e-07
CREB3L2,0.302839,5.390173636988163e-07
HDAC2,0.2544308,5.459260583160453e-07
YPEL2,0.3661555,5.526692215238242e-07
SENP7,0.46727914,5.760130167796153e-07
TPO,3.6616876,5.827693706874888e-07
P2RY8,0.2446368,5.902030222851918e-07
IGF2BP2,0.21794306,6.035092917656398e-07
DPY19L3,0.72822434,6.058328236594081e-07
NACA,-0.2728806,6.067660213569942e-07
AL138724.1,0.6443493,6.084335174648379e-07
PPAN,0.30066913,6.102814749302913e-07
ARHGEF7,0.41370165,6.191525738963735e-07
ST3GAL6,0.5178649,6.209583943207707e-07
RGS1,0.6675572,6.229959768855983e-07
TUBB6,0.23816386,6.285864882331019e-07
CACNB4,0.6645355,6.369114899295316e-07
RAB1A,0.27189025,6.385404698700972e-07
SFMBT2,0.49259275,6.454551134382686e-07
IBTK,0.27859062,6.459501960923254e-07
TIE1,0.69818014,6.556046424369126e-07
DLL3,2.8230457,6.558449096476606e-07
MRPS22,0.34533742,6.656326429285366e-07
CRAMP1,0.5499171,6.686862257842417e-07
RIC1,0.47410363,6.699081490647803e-07
C5orf24,0.35319486,6.901872573580931e-07
NIT2,0.2643876,7.052183030309134e-07
PIAS2,0.5834027,7.074248469919163e-07
DCAF6,0.38951817,7.193618818959858e-07
CIITA,0.28102246,7.276437967154748e-07
UBR5,0.29646412,7.50361864667326e-07
DCP1A,0.42895237,7.646101877433659e-07
EXT2,0.35863298,7.764105840511965e-07
GUCY1A1,0.28348258,7.836632051900853e-07
AC090152.1,0.24587142,7.843152652920209e-07
PTBP1,0.23712511,7.913712919688414e-07
TASOR2,0.38018894,8.770730299895414e-07
HPCAL1,0.25932905,8.770730299895414e-07
CRYGD,1.2883912,9.249098984884482e-07
GALC,0.7666343,9.474678046104023e-07
TTC28,0.776091,9.934818755489685e-07
THOC1,0.4992054,1.011128265835209e-06
ROCK2,0.27917662,1.0223207955661542e-06
DYRK1A,0.39264637,1.0284453177249807e-06
ANKRD26,0.44271055,1.0597098465086758e-06
MTHFD2L,0.28166464,1.1000954589126364e-06
ACAA2,0.27171773,1.1013862527861978e-06
SERPINB6,0.20978461,1.11279792047321e-06
MDN1,0.30809936,1.1390292056539062e-06
GP9,2.3988178,1.1567774857006712e-06
AP005273.2,0.8943403,1.1574178223161457e-06
SCAF4,0.30851197,1.206521902144144e-06
YTHDF3,0.368425,1.2220076704958596e-06
TUBGCP3,0.42061326,1.254430674149286e-06
NF1,0.3740589,1.2825152089961668e-06
STRN3,0.39100677,1.290180391813425e-06
OSBPL5,0.21897317,1.3353275246605026e-06
RNF38,0.43042642,1.3525164442721715e-06
SRSF11,0.19647141,1.3605769772382985e-06
ARHGEF3,0.584044,1.4733788574693842e-06
SMAGP,0.8550267,1.4855804997648766e-06
ANGPTL6,0.6785202,1.5060247677510074e-06
SERPINE2,1.190176,1.5225649492361223e-06
AFF1,0.3180069,1.5331922566789696e-06
BCKDHB,0.43369275,1.5648400700869792e-06
PSD3,1.873835,1.5655559002056128e-06
C19orf48,0.21837981,1.5655559002056128e-06
CYB561,0.38541424,1.5655559002056128e-06
EEF2K,0.45625353,1.5763971038430348e-06
SECISBP2,0.3010775,1.584982753896798e-06
ECHDC2,0.48290557,1.6730637727712246e-06
SGK1,0.9610043,1.7011310248032456e-06
SSC5D,1.8121786,1.7111425335822801e-06
COQ8A,0.22312531,1.711674646080639e-06
BAIAP2,0.43819997,1.7159601243653884e-06
DNASE2,0.3677934,1.7160508328692435e-06
MXRA7,0.53916043,1.7949158343784656e-06
FAM135A,0.755253,1.8118068221306048e-06
MICAL3,0.70602477,1.8419871107031205e-06
AK3,0.27233556,1.8557250372297902e-06
GSTM2,0.43416172,1.862064833557478e-06
HCG18,0.34979564,1.8810369405207925e-06
TBC1D2B,0.29381528,1.9048225308995945e-06
DOK1,0.23128125,1.919213642582246e-06
WARS2,0.575465,1.9480612468206604e-06
GMDS-DT,0.45702112,1.9512451258411776e-06
MAPK12,0.404017,1.983935768532623e-06
CYGB,3.8965518,2.0196869043981134e-06
RNF220,0.23609333,2.0356718203546172e-06
SHANK3,0.7392469,2.0680387635591506e-06
RANBP2,0.2878731,2.0696868311601003e-06
B3GNT5,0.4762238,2.076805033554971e-06
ZNF207,0.25872433,2.098575390461144e-06
MAP3K1,0.3108076,2.1110528307731067e-06
NT5C3A,0.29678503,2.1154319679424496e-06
BIRC6,0.2812823,2.123357306108456e-06
EHD3,0.8479858,2.1269887507481475e-06
SPIN4,0.74570024,2.1302471230519785e-06
TCERG1,0.26706824,2.1762417699990836e-06
GAPT,0.23136386,2.183284381695092e-06
TAF1D,0.2092352,2.234847347001943e-06
RB1CC1,0.2632771,2.3005233802993613e-06
CMTM8,1.6879671,2.302550861419661e-06
TRIM46,0.7796494,2.30541556603967e-06
KMT2C,0.2819314,2.3171052794522885e-06
GNPDA1,0.29755583,2.339094261116966e-06
ZNF609,0.3231332,2.3414550029588044e-06
AC111000.4,3.3826265,2.3462490668162725e-06
TSPOAP1,0.29158205,2.348317485391932e-06
IQSEC3,1.9633435,2.452970602527195e-06
RNF44,0.22683278,2.5571862286193033e-06
INO80,0.3530952,2.56768922458695e-06
OSBPL9,0.33789134,2.6059976071121192e-06
ERGIC2,0.3689497,2.6088960795870688e-06
INVS,0.59271383,2.634785733478918e-06
XRN1,0.33156455,2.6668923406059127e-06
LSM14B,0.3193654,2.7657301224017078e-06
EWSR1,0.20157617,2.8703440298093864e-06
ZFX,0.35195804,2.9118103418826333e-06
ANKRD27,0.38594514,2.926003686739673e-06
ZNF451,0.36021662,2.9621071599595556e-06
SPAG9,0.2577718,2.9886312476296144e-06
CHST13,0.3473145,3.0131836830148565e-06
SLC9A7,0.3771094,3.0131836830148565e-06
KCTD3,0.46955457,3.1148275779471063e-06
SIPA1L1,0.7684663,3.1982626992294407e-06
UTP4,0.35472903,3.290489277831973e-06
HEATR1,0.3675957,3.328007710448619e-06
PSME4,0.2880076,3.4198642461076314e-06
GNG7,0.353312,3.5035103385611958e-06
PHF3,0.25272432,3.5515297105330427e-06
BSDC1,0.29785794,3.5518093056083245e-06
CDC73,0.3424874,3.6247046926043045e-06
PARP4,0.2802663,3.6247046926043045e-06
HIPK1,0.30525476,3.6310786047910493e-06
CREBZF,0.32023278,3.644080419338561e-06
SHANK1,1.7747076,3.729449111153046e-06
TMEM181,0.4759757,3.748737095118367e-06
NOA1,0.2196025,3.822476568488905e-06
ACBD6,0.25737506,3.8832252966978855e-06
ZNF521,0.3226469,3.937882481042834e-06
SAMSN1,0.40537754,3.975614745423004e-06
PCNX4,0.33061397,4.058198417073338e-06
TNRC6B,0.25470313,4.181199289861501e-06
PJA2,0.29555258,4.181199289861501e-06
RASA4,0.28314942,4.236388471233841e-06
KIAA1586,0.41077173,4.28002409087501e-06
CSTF2T,0.35656437,4.309117576190176e-06
TMEM69,0.25648078,4.332003128449231e-06
HDDC2,0.18294919,4.351197171764868e-06
LINC01128,0.74301475,4.47598513929786e-06
ARFGEF2,0.3918251,4.530952925021434e-06
RGL2,0.17633529,4.5986269778802665e-06
AL135925.1,0.30973473,4.849380838706537e-06
DACH1,0.41738367,4.862600770520673e-06
YEATS2,0.37528324,4.869251174075812e-06
WDSUB1,0.36704028,5.008910064266589e-06
FAM13B,0.29145053,5.01429938061099e-06
ATP11A,0.43272412,5.044339049948835e-06
DHX15,0.26515323,5.176220392130567e-06
PNPLA2,0.1810113,5.3746654622696934e-06
GBGT1,0.5034244,5.424578152448416e-06
WASHC4,0.27055907,5.442342717107651e-06
ZNF121,0.33413902,5.510626802546745e-06
BMPR2,0.5949026,5.56922440793933e-06
HECTD1,0.25479916,5.619561815036909e-06
UBA6,0.34658146,5.623803284266844e-06
ZMYND11,0.32299083,5.878583618092894e-06
LRRC8B,0.8052794,5.9239992383168085e-06
SPTLC2,0.26006463,5.9799652768670654e-06
LINC02470,1.126702,5.9923589626275045e-06
RCOR1,0.32459858,6.005932161158094e-06
FUT8,0.5351738,6.266420119328064e-06
TRBV20-1,0.35961622,6.312107603324576e-06
CLEC4E,2.7543285,6.36658444130117e-06
SOX15,1.3605987,6.436962184341361e-06
MAP1S,0.29313785,6.458750685454953e-06
ZNRF2,0.4744922,6.53735047070264e-06
REXO1,0.33222193,6.570006593161989e-06
MYO9A,0.34694093,6.659896623901941e-06
ZBTB8A,0.40030795,6.686846850780468e-06
ZFHX3,0.5590087,6.717252860024931e-06
NPIPB5,0.37597403,6.739774671157616e-06
NSUN4,0.43168342,6.800264045676459e-06
HIST1H2AE,0.45579442,6.845972068314029e-06
CRTC3,0.42509127,7.068777370331899e-06
GATAD2A,0.3430426,7.1044387348101525e-06
AQP3,1.5070885,7.20976442148923e-06
TBK1,0.47017696,7.349369447481626e-06
PTH2R,0.86203325,7.455858957683066e-06
SARS2,0.35618863,7.469315463938491e-06
PER2,0.5542124,7.580936324608041e-06
ZNF277,0.24396779,7.623956021743284e-06
HSPD1,0.14947793,7.728127380126591e-06
ING5,0.27384266,7.789823630226317e-06
LRRC34,1.1452029,7.960185537466482e-06
ERGIC1,0.2344573,8.126078503028574e-06
HOMER2,0.7729853,8.299572197044623e-06
BTF3L4,0.2327203,8.391429839291915e-06
HBP1,0.28393582,8.45993456826954e-06
PNISR,0.15566953,8.464408677879982e-06
Z99127.4,0.5120389,8.724364121136261e-06
CPNE7,1.8222582,9.151397123558965e-06
SPRYD4,0.5199863,9.870564854872776e-06
MTSS2,1.110797,9.92969539040537e-06
CDC14A,0.5985589,9.92969539040537e-06
PHF14,0.22692445,9.953122654120614e-06
VGLL4,0.30058393,1.009236149149351e-05
VCL,0.28504315,1.0709725043096669e-05
MIA2,0.24536614,1.0725123657305176e-05
SLC25A32,0.37076896,1.091455800852281e-05
CLIC4,0.36916366,1.092562372616144e-05
FAM53C,0.26053634,1.0963656405419707e-05
MEGF6,0.3458561,1.1063967220692789e-05
TNFRSF21,0.74856925,1.1220282768284207e-05
TGIF1,0.2274441,1.1268369809662681e-05
TMEM64,1.1196139,1.1331512788476771e-05
ABCB7,0.30190575,1.1490535004506322e-05
USP33,0.29703978,1.1808811816060943e-05
ZNF737,0.78548056,1.2128811826331604e-05
ZNRF1,0.22506292,1.2262341718866503e-05
CCNT2,0.348606,1.2279932332418685e-05
TP53BP2,0.3988868,1.272524184966357e-05
AUXG01000058.1,1.5520827,1.2899141409393584e-05
MSH6,0.34252828,1.3224006018240538e-05
ECD,0.4241745,1.3232392761883653e-05
ZNF395,0.3959758,1.3253308978516085e-05
FAM219B,0.21336372,1.3542008756126858e-05
NLE1,0.33401585,1.373768593927106e-05
MBNL2,0.6381753,1.3782804192737694e-05
RBBP4,0.203574,1.4596684286576484e-05
TSPOAP1-AS1,0.48908067,1.471211614215462e-05
CCNY,0.29572874,1.4754050178751353e-05
ABHD17B,0.34780064,1.510924864741754e-05
CHERP,0.2870252,1.5230618275236265e-05
NECAB3,0.6699164,1.6414324738354265e-05
PRDM8,0.4677806,1.6932626249275964e-05
LY75,0.28266728,1.6961499970739918e-05
DYNC1H1,0.2122031,1.7426375617092425e-05
MZF1,0.32443774,1.745185941917303e-05
AC078883.1,0.61221814,1.748469269290565e-05
C22orf34,0.5503879,1.8671976190945524e-05
DANCR,0.20461531,1.937425011863454e-05
ATE1,0.38352656,1.942900036046849e-05
APOBEC3G,0.28000513,1.989605625568448e-05
INF2,0.2935786,1.9946993584778155e-05
PRAG1,0.6298855,2.021489675642732e-05
WDR27,0.5562839,2.0269007975386365e-05
DUS3L,0.22683187,2.0521321565004773e-05
LINC01659,1.9838643,2.079383546405557e-05
CPT1A,0.24002205,2.1264712793973488e-05
TESMIN,0.15625297,2.306406645542452e-05
SFXN4,0.23132159,2.3248761123821153e-05
SLC35F5,0.4350042,2.3285247960746287e-05
INTS6L,0.59224415,2.3285247960746287e-05
CETP,2.16261,2.3580229351110154e-05
PATZ1,0.2705629,2.3825446680167663e-05
TIPARP,0.38082963,2.3832513786025475e-05
LOXL3,0.7024527,2.4861622703223933e-05
HYAL3,0.29306072,2.536875553048167e-05
NASP,0.22233316,2.5432583278303833e-05
SPNS1,0.18530425,2.5639746340248368e-05
SCFD2,0.46144608,2.6044155757609494e-05
TRAK1,0.37176934,2.6324443808988374e-05
ACOT2,0.37208262,2.6519679462672983e-05
B4GALT6,0.45663154,2.6570978180466536e-05
ABCC1,0.29958984,2.660205610273047e-05
SNHG26,0.99475664,2.6639204036814564e-05
GAB2,0.32603452,2.7513901066995116e-05
PRR5,0.46406543,2.7514383289952953e-05
BDH1,0.3870452,2.7582325955161318e-05
METAP1D,0.45081824,2.7756185779603337e-05
ZNF326,0.2625379,2.7852749476021707e-05
CARD8,0.25714812,2.8165725904905625e-05
HS2ST1,0.46620378,2.8233209991444767e-05
GPATCH2L,0.28978652,2.9110976033376013e-05
LPAR1,1.860593,2.927287381557352e-05
SYNC,0.19295672,2.9675487486834574e-05
ZNRD1,0.17420512,2.9675487486834574e-05
HSPA9,0.21480262,2.985232672203165e-05
BRWD1,0.25932088,3.0039657653526104e-05
AAR2,0.33820793,3.0075426967333755e-05
RAPGEF6,0.3145284,3.052120771454834e-05
RFX3,0.7456972,3.066266140702933e-05
HIST1H2BJ,0.65952647,3.092599254653315e-05
TENT2,0.34325224,3.10626616938061e-05
ZNF626,1.7876543,3.1135817521178296e-05
SIPA1L2,1.0070492,3.1648466021289896e-05
RMND1,0.43244597,3.221196620026052e-05
TRIM33,0.29792714,3.2917961017845e-05
DENND4C,0.3442205,3.461306755068763e-05
CBX2,0.3917473,3.47995602084997e-05
EFCAB2,0.2612611,3.5068993128680676e-05
CTPS1,0.4033034,3.5224275433871844e-05
RBM25,0.2102408,3.5425483838718216e-05
SNHG8,0.1018759,3.624271519203398e-05
OPA1,0.31591356,3.664965875131754e-05
DDX10,0.31980225,3.6786754559317064e-05
ZNF66,0.61605227,3.7818719520740504e-05
MLYCD,0.39373413,3.805614782927208e-05
CBLB,0.5006595,3.8066613035495554e-05
SLC35E1,0.31089973,3.837073024023749e-05
FAM172A,0.47708073,3.919488294133853e-05
IMPDH2,0.10501027,3.937117200718731e-05
DLGAP3,1.3695273,3.938098883064868e-05
MAVS,0.26988554,3.955452286687972e-05
KANSL1L,0.5961835,3.9787951494231966e-05
PRAME,0.97507936,3.995736075448259e-05
CCNT1,0.32060695,4.02669606064619e-05
ZNF638,0.23385938,4.1536642777958684e-05
TBCK,0.37562943,4.279634765666632e-05
AC005670.3,0.27677074,4.309041113398254e-05
SAP30L,0.31472185,4.3748461520026936e-05
RIPK2,0.28787416,4.3862260431987385e-05
DAGLB,0.2145462,4.3893451009329094e-05
SOX12,0.31198925,4.404365766730572e-05
FAF1,0.28567415,4.415169843075885e-05
EIF4A2,0.15282746,4.605670603721748e-05
CCND1,2.0614128,4.7284792055676346e-05
SCARB2,0.30852345,4.8097604406167094e-05
RPTOR,0.3378044,4.853117991716133e-05
STAT5B,0.2595283,4.936477062980728e-05
ZNF460,0.36305454,4.9746569667446923e-05
MXD1,0.26612568,5.094124714692039e-05
CLCC1,0.7296304,5.163056205225695e-05
TTC7B,0.94857526,5.228525426424414e-05
SLC25A13,0.4457479,5.2425812752306686e-05
AP3B1,0.27039018,5.256102360605285e-05
CCDC82,0.43838012,5.475136639391815e-05
CD46,0.2690008,5.4998169913325534e-05
L3HYPDH,0.4621672,5.538748653887677e-05
STAP1,0.5933287,5.58175396287026e-05
USP15,0.27407315,5.657577412895622e-05
